goldID	organismName	ncbiBioprojectID	ncbiTaxID	Ecosystem	EcosystemCategory	EcosystemType
Gb0007135	Homo sapiens CDX Chinese Dai in Xishuangbanna, China (1000 Genomes)	PRJNA42559	9606	Host-associated	NA	NA
Gb0007136	Homo sapiens ACB African Caribbean in Barbados (1000 Genomes)	PRJNA42569	9606	Host-associated	NA	NA
Gb0007137	Homo sapiens NA18507	PRJNA29429	9606	Host-associated	NA	NA
Gb0007142	Salmonella enterica enterica sv Typhimurium T000240	PRJNA45951	718274	Host-associated	Human	Digestive system
Gb0007150	Salmonella enterica enterica sv Typhimurium LT2	PRJNA45969	718251	Host-associated	Human	Unclassified
Gb0007152	Mycoplasma pneumoniae FH	PRJNA46155	722438	Host-associated	NA	NA
Gb0007161	Streptococcus gallolyticus UCN34	PRJNA34729	315405	Host-associated	Human	Unclassified
Gb0007183	Trametes versicolor FP-101664 SS1	PRJNA56097	717944	Host-associated	Plants	Unclassified
Gb0007205	Clostridium acetobutylicum ATCC 824	PRJNA48257	754091	Environmental	Terrestrial	Soil
Gb0007206	Ensifer meliloti 1021	PRJNA48255	198215	Engineered	Lab synthesis	Unclassified
Gb0007214	Streptococcus pneumoniae GA08780	PRJNA48673	760758	Host-associated	Human	Unclassified
Gb0007216	Streptococcus pneumoniae GA07914	PRJNA48669	760756	Host-associated	Animal	Circulatory system
Gb0007217	Streptococcus pneumoniae GA07643	PRJNA48667	760755	Host-associated	Human	Unclassified
Gb0007218	Streptococcus pneumoniae GA07228	PRJNA48665	760754	Host-associated	Human	Unclassified
Gb0007221	Streptococcus pneumoniae GA06083	PRJNA48657	760750	Host-associated	Animal	Circulatory system
Gb0007222	Streptococcus pneumoniae GA05248	PRJNA48655	760749	Host-associated	Animal	Circulatory system
Gb0007223	Streptococcus pneumoniae GA05245	PRJNA48653	760748	Host-associated	Animal	Circulatory system
Gb0007224	Streptococcus pneumoniae GA13499	PRJNA48651	760747	Host-associated	Animal	Circulatory system
Gb0007225	Streptococcus pneumoniae GA04375	PRJNA48649	760746	Host-associated	NA	NA
Gb0007227	Streptococcus pneumoniae GA02714	PRJNA48409	760744	Host-associated	Animal	Circulatory system
Gb0007228	Streptococcus pneumoniae GA04175	PRJNA48411	760745	Host-associated	Animal	Circulatory system
Gb0007231	Streptococcus pneumoniae SV35	PRJNA28497	497738	Host-associated	Human	Unclassified
Gb0007232	Streptococcus pneumoniae SV36	PRJNA28499	497739	Host-associated	Human	Respiratory system
Gb0007235	Actinobacillus pleuropneumoniae sv 2 4226	PRJNA49597	754254	Host-associated	NA	NA
Gb0007236	Actinobacillus pleuropneumoniae sv 6 Femo	PRJNA49599	754256	Host-associated	NA	NA
Gb0007237	Helicobacter pylori Sat464	PRJNA49453	794851	Host-associated	Human	Unclassified
Gb0007240	Oxalobacter formigenes OXCC13	PRJNA49669	798300	Host-associated	Animal	Digestive system
Gb0007242	Pseudomonas aeruginosa 39016	PRJNA49667	798130	Host-associated	NA	NA
Gb0007243	Isoptericola variabilis 225	PRJNA49657	743718	Host-associated	Insecta	Digestive system
Gb0007244	Burkholderia pseudomallei Bp22	PRJNA49645	797300	Host-associated	NA	NA
Gb0007246	Pichia membranifaciens NRRL Y-2026	PRJNA52937	763406	Host-associated	Plants	Unclassified
Gb0007253	Staphylococcus epidermidis FRI909	PRJNA48603	764544	Host-associated	NA	NA
Gb0007256	Moraxella catarrhalis 103P14B1	PRJNA49911	857579	Host-associated	Unclassified	Unclassified
Gb0007257	Mycoplasma bovis HB0801	PRJNA49159	767465	Host-associated	Mammals	Respiratory system
Gb0007262	Eubacterium sp. CM2	PRJNA49889	796939	Host-associated	Human	Unclassified
Gb0007263	Methanobrevibacter YLM1	PRJNA49591	796387	Host-associated	Mammals	Digestive system
Gb0007264	Methanobacterium formicicum BRM9	PRJNA49593	796388	Host-associated	Mammals	Digestive system
Gb0007265	Neisseria meningitidis K1207	PRJNA49309	768485	Host-associated	Human	Unclassified
Gb0007266	Salmonella enterica enterica sv Montevideo 42N	PRJNA48461	763921	Host-associated	NA	NA
Gb0007268	Shigella boydii 5216-82	PRJNA49061	766141	Host-associated	Human	Unclassified
Gb0007269	Brenneria salicis Dye EX2, ATCC 15712	PRJNA49649	714314	Host-associated	Plants	Unclassified
Gb0007283	Streptococcus pneumoniae Menzies1-1	PRJNA52961	889739	Host-associated	Mammals	Respiratory system
Gb0007286	Eubacterium sp. ACC19a	PRJNA49887	796937	Host-associated	Human	Unclassified
Gb0007287	Eubacterium sp. CM5	PRJNA49891	796940	Host-associated	Human	Unclassified
Gb0007288	Lactobacillus crispatus EX849587VC01	PRJNA50051	858649	Host-associated	Human	Unclassified
Gb0007294	Vibrio caribbenthicus ATCC BAA-2122	PRJNA49601	796620	Host-associated	Porifera	Unclassified
Gb0007295	Gardnerella vaginalis 41V	PRJNA53893	907262	Host-associated	Human	Unclassified
Gb0007296	Bifidobacterium longum longum JDM301	PRJNA47579	759350	Host-associated	NA	NA
Gb0007297	Streptococcus mutans U2B	PRJNA49851	857106	Host-associated	Human	Digestive system
Gb0007298	Streptococcus mutans SM6	PRJNA49825	857119	Host-associated	Human	Digestive system
Gb0007299	Streptococcus mutans SF14	PRJNA49823	857120	Host-associated	Human	Digestive system
Gb0007300	Methanoregula boonei 6A8	PRJNA49821	857121	Environmental	Aquatic	Freshwater
Gb0007301	Lactococcus lactis lactis Il1403	PRJNA49819	857122	Engineered	Food production	Dairy products
Gb0007302	Staphylococcus aureus RCH_S29	PRJNA49817	857123	NA	NA	NA
Gb0007303	Staphylococcus aureus RCH_S36	PRJNA49815	857124	NA	NA	NA
Gb0007304	Pyrococcus abyssi GE5	PRJNA49813	857125	Environmental	Aquatic	Marine
Gb0007305	Guillardia theta	PRJNA50053	858650	NA	NA	NA
Gb0007306	Staphylococcus aureus aureus M	PRJNA50055	858663	Host-associated	Human	Unclassified
Gb0007307	Staphylococcus aureus aureus N315	PRJNA50057	858658	Host-associated	Mammals	Respiratory system
Gb0007308	Streptococcus pyogenes M1, GAS SF370	PRJNA50059	858664	Host-associated	Human	Unclassified
Gb0007309	Pasteurella multocida multocida Pm70	PRJNA50061	858665	Host-associated	Birds	Unclassified
Gb0007310	Lactococcus lactis lactis Il1403	PRJNA50063	858659	Engineered	Food production	Dairy products
Gb0007311	Lactobacillus crispatus EX849587VC08	PRJNA50067	858661	Host-associated	Human	Unclassified
Gb0007312	Enterococcus faecalis EX166083VC02	PRJNA50069	858679	Host-associated	Human	Unclassified
Gb0007313	Enterococcus faecalis EX166083VC03	PRJNA50071	858680	Host-associated	Human	Unclassified
Gb0007314	Enterococcus faecalis EX166083VC06	PRJNA50073	858681	Host-associated	Human	Unclassified
Gb0007315	Enterococcus faecalis EX166083VC07	PRJNA50077	858682	Host-associated	Human	Unclassified
Gb0007316	Enterococcus faecalis EX166083VC14	PRJNA50081	858683	Host-associated	Human	Unclassified
Gb0007317	Enterococcus faecalis EX166083VC15	PRJNA50083	858684	Host-associated	Human	Unclassified
Gb0007318	Enterococcus faecalis EX166083VC17	PRJNA50085	858685	Host-associated	Human	Unclassified
Gb0007319	Enterococcus faecalis EX166083VC18	PRJNA50087	858686	Host-associated	Human	Unclassified
Gb0007320	Staphylococcus aureus RCH_S29	PRJNA50091	858687	NA	NA	NA
Gb0007330	Staphylococcus aureus RCH_S36	PRJNA49015	766729	NA	NA	NA
Gb0007331	Streptococcus pneumoniae EU-NP02	PRJNA48949	760878	Host-associated	Human	Respiratory system
Gb0007332	Brachyspira pilosicoli 95/1000	PRJNA48097	759914	Host-associated	Animal	Digestive system
Gb0007335	Enterococcus faecalis EX166083VC20	PRJNA50093	858688	Host-associated	Human	Unclassified
Gb0007336	Brucella melitensis bv. 1 16M	PRJNA47073	224914	Host-associated	Mammals	Unclassified
Gb0007337	Enterococcus faecalis EX166083VC21	PRJNA50105	858689	Host-associated	Human	Unclassified
Gb0007338	Enterococcus faecalis EX166083VC23	PRJNA50107	858690	Host-associated	Human	Unclassified
Gb0007339	Enterococcus faecalis EX166083VC24	PRJNA50109	858691	Host-associated	Human	Unclassified
Gb0007340	Pyrococcus abyssi GE5	PRJNA50111	858692	Environmental	Aquatic	Marine
Gb0007341	Enterococcus faecalis EX166083VC27	PRJNA50113	858693	Host-associated	Human	Unclassified
Gb0007342	Lactobacillus gasseri EX336960VC01	PRJNA50115	858666	Host-associated	Human	Unclassified
Gb0007343	Lactobacillus gasseri EX336960VC02	PRJNA50117	858667	Host-associated	Human	Unclassified
Gb0007344	Lactobacillus gasseri EX336960VC03	PRJNA50125	858668	Host-associated	Human	Unclassified
Gb0007345	Lactobacillus vaginalis EX336960VC05	PRJNA50127	858674	Host-associated	Human	Unclassified
Gb0007346	Lactobacillus gasseri EX336960VC06	PRJNA50129	858669	Host-associated	Human	Unclassified
Gb0007348	Rhizobium leguminosarum bv trifolii WSM2297	PRJNA62551	754762	Host-associated	Plants	Unclassified
Gb0007350	Guillardia theta	PRJNA66529	754519	NA	NA	NA
Gb0007351	Rhizobium leguminosarum bv trifolii CC278f	PRJNA63643	754518	Host-associated	Plants	Unclassified
Gb0007352	Rhizobium leguminosarum bv. trifolii WSM2012	PRJNA65301	754522	Host-associated	Plants	Rhizoplane
Gb0007354	Rhizobium leguminosarum bv viciae WSM1455	PRJNA63183	755176	Host-associated	Plants	Unclassified
Gb0007376	Streptococcus downei MFe28	PRJNA48549	764290	Host-associated	Mammals	Digestive system
Gb0007377	Streptococcus urinalis 2285-97	PRJNA48551	764291	Host-associated	Human	Excretory system
Gb0007378	Streptococcus macacae NCTC 11558	PRJNA48553	764291	Host-associated	Mammals	Digestive system
Gb0007379	Streptococcus ictaluri 707-05	PRJNA48555	764299	Host-associated	Fish	Unclassified
Gb0007380	Streptococcus pyogenes M1, GAS SF370	PRJNA49037	765953	Host-associated	Human	Unclassified
Gb0007382	Streptococcus pneumoniae GA02270	PRJNA48407	760743	Host-associated	Animal	Circulatory system
Gb0007389	Rhizobium leguminosarum bv. trifolii WSM597	PRJNA65299	754764	Host-associated	Plants	Rhizoplane
Gb0007391	Rhizobium leguminosarum bv trifolii TA1	PRJNA63831	754521	Host-associated	Plants	Rhizoplane
Gb0007392	Bradyrhizobium sp. WSM1417	PRJNA61989	754500	Host-associated	Plants	Rhizoplane
Gb0007393	Bradyrhizobium sp. WSM471	PRJNA61807	319017	Host-associated	Plants	Rhizoplane
Gb0007394	Bradyrhizobium sp. WSM1253	PRJNA62341	319003	Host-associated	Plants	Rhizoplane
Gb0007395	Microvirga lotononidis WSM3557	PRJNA65303	754501	Host-associated	Plants	Rhizoplane
Gb0007399	Mycobacterium tuberculosis 210_4C31_16C1_40C1	PRJNA46795	748240	Host-associated	NA	NA
Gb0007400	Campylobacter curvus 525.92	PRJNA46793	748239	Host-associated	Human	Digestive system
Gb0007401	Staphylococcus aureus RCH_I58	PRJNA46791	748238	NA	NA	NA
Gb0007402	Escherichia coli O157:H7 Sakai (EHEC)	PRJNA46789	748237	Host-associated	Human	Unclassified
Gb0007403	Mycobacterium leprae TN	PRJNA46787	748236	Host-associated	Mammals	Unclassified
Gb0007404	Homo sapiens	PRJNA46785	748235	Host-associated	Human	Unclassified
Gb0007405	Escherichia coli O157:H7 EDL933 (EHEC)	PRJNA46783	748234	Engineered	Food production	Unclassified
Gb0007406	Thermoplasma volcanium GSS1	PRJNA46781	748233	Environmental	Aquatic	Marine
Gb0007407	Arabidopsis thaliana Columbia	PRJNA46777	748231	NA	NA	NA
Gb0007408	Mesorhizobium loti MAFF303099	PRJNA46775	748230	Host-associated	Birds	Unclassified
Gb0007409	Halobacterium sp. NRC-1	PRJNA46765	748225	Environmental	Aquatic	Non-marine Saline and Alkaline
Gb0007410	Staphylococcus aureus RCH_I58	PRJNA49029	765964	NA	NA	NA
Gb0007412	Streptococcus pneumoniae Netherlands15B-37	PRJNA48969	760888	Host-associated	NA	NA
Gb0007413	Streptococcus pneumoniae NorthCarolina6A-23	PRJNA48967	760887	Host-associated	Human	Unclassified
Gb0007414	Streptococcus pneumoniae NP127	PRJNA48965	760886	Host-associated	Human	Respiratory system
Gb0007415	Streptococcus pneumoniae NP170	PRJNA48963	760885	Host-associated	Human	Respiratory system
Gb0007416	Streptococcus pneumoniae NP070	PRJNA48961	760884	Host-associated	Human	Respiratory system
Gb0007417	Streptococcus pneumoniae NP141	PRJNA48959	760883	Host-associated	Human	Respiratory system
Gb0007418	Streptococcus pneumoniae NP112	PRJNA48957	760882	Host-associated	Human	Respiratory system
Gb0007419	Streptococcus pneumoniae EU-NP05	PRJNA48955	760881	Host-associated	Human	Respiratory system
Gb0007420	Escherichia coli O157:H7 Sakai (EHEC)	PRJNA48953	760880	Host-associated	Human	Unclassified
Gb0007421	Streptococcus pneumoniae EU-NP03	PRJNA48951	760879	Host-associated	Human	Respiratory system
Gb0007422	Streptococcus pneumoniae EU-NP01	PRJNA48947	760877	Host-associated	Human	Respiratory system
Gb0007424	Enterococcus hirae ATCC 9790	PRJNA49385	768486	Host-associated	NA	NA
Gb0007425	Bacillus anthracis H9401	PRJNA49361	768494	Host-associated	Human	Unclassified
Gb0007435	Atopobium sp. BS2	PRJNA165893	936550	Host-associated	Human	Digestive system
Gb0007436	Burkholderia sprentiae WSM5005	PRJNA66661	754502	Host-associated	Plants	Rhizoplane
Gb0007438	Rhizobium leguminosarum bv trifolii WSM1689	PRJNA62289	754523	Host-associated	Plants	Rhizoplane
Gb0007444	Lactobacillus crispatus ST1	PRJNA46813	748671	Host-associated	Birds	Unclassified
Gb0007448	Salmonella enterica enterica sv Tennessee	PRJNA46571	143221	Host-associated	NA	NA
Gb0007450	Escherichia coli O157:H7 EDL933 (EHEC)	PRJNA158341	1172202	Engineered	Food production	Unclassified
Gb0007452	Moraxella catarrhalis RH4	PRJNA46869	749219	Host-associated	Human	Circulatory system
Gb0007456	Streptococcus pneumoniae 3063-00	PRJNA48945	760876	Host-associated	Human	Unclassified
Gb0007459	Streptococcus pneumoniae 4075-00	PRJNA48939	760873	Host-associated	Animal	Circulatory system
Gb0007460	Thermoplasma volcanium GSS1	PRJNA48937	760872	Environmental	Aquatic	Marine
Gb0007461	Streptococcus pneumoniae 5652-06	PRJNA48935	760871	Host-associated	Animal	Circulatory system
Gb0007462	Streptococcus pneumoniae 7879-04	PRJNA48933	760870	Host-associated	Human	Unclassified
Gb0007463	Streptococcus pneumoniae 7286-06	PRJNA48931	760869	Host-associated	Human	Unclassified
Gb0007464	Streptococcus pneumoniae 5185-06	PRJNA48929	760868	Host-associated	Human	Unclassified
Gb0007465	Streptococcus pneumoniae 8190-05	PRJNA48927	760867	Host-associated	Human	Unclassified
Gb0007466	Streptococcus pneumoniae 5787-06	PRJNA48925	760866	Host-associated	Human	Unclassified
Gb0007467	Streptococcus pneumoniae 6963-05	PRJNA48923	760865	Host-associated	Human	Unclassified
Gb0007468	Streptococcus pneumoniae 4027-06	PRJNA48921	760864	Host-associated	Human	Unclassified
Gb0007472	Lactobacillus gasseri EX336960VC07	PRJNA50131	858670	Host-associated	Human	Unclassified
Gb0007473	Lactobacillus gasseri EX336960VC10	PRJNA50133	858671	Host-associated	Human	Unclassified
Gb0007474	Lactobacillus vaginalis EX336960VC11	PRJNA50135	858675	Host-associated	Human	Unclassified
Gb0007475	Lactobacillus vaginalis EX336960VC12	PRJNA50137	858676	Host-associated	Human	Unclassified
Gb0007476	Lactobacillus gasseri EX336960VC13	PRJNA50139	858672	Host-associated	Human	Unclassified
Gb0007477	Lactobacillus gasseri EX336960VC15	PRJNA50141	858673	Host-associated	Human	Unclassified
Gb0007478	Bifidobacterium breve EX336960VC18	PRJNA50143	858694	Host-associated	Human	Unclassified
Gb0007479	Bifidobacterium breve EX336960VC19	PRJNA50145	858695	Host-associated	Human	Unclassified
Gb0007480	Mesorhizobium loti MAFF303099	PRJNA50147	858698	Host-associated	Birds	Unclassified
Gb0007481	Bifidobacterium breve EX336960VC21	PRJNA50149	858696	Host-associated	Human	Unclassified
Gb0007486	Escherichia coli MT8	PRJNA47109	752790	Host-associated	Animal	Digestive system
Gb0007487	Escherichia coli 75	PRJNA47105	752788	Host-associated	Human	Digestive system
Gb0007488	Escherichia coli KD2	PRJNA47097	752784	Host-associated	Animal	Digestive system
Gb0007489	Actinobacillus pleuropneumoniae sv 1 4074	PRJNA47291	228399	Host-associated	Mammals	Respiratory system
Gb0007490	Halobacterium sp. NRC-1	PRJNA47293	871925	Environmental	Aquatic	Non-marine Saline and Alkaline
Gb0007491	Actinobacillus pleuropneumoniae sv 4 M62	PRJNA47295	754254	Host-associated	Mammals	Unclassified
Gb0007492	Actinobacillus pleuropneumoniae sv 9 CVJ13261	PRJNA47301	754258	Host-associated	Mammals	Unclassified
Gb0007496	Escherichia coli HM605	PRJNA47107	752789	Host-associated	Animal	Digestive system
Gb0007498	Actinobacillus pleuropneumoniae sv 6 Femo	PRJNA47297	754256	Host-associated	Mammals	Unclassified
Gb0007499	Streptococcus pneumoniae 6901-05	PRJNA48919	760863	Host-associated	Human	Unclassified
Gb0007500	Campylobacter hominis ATCC BAA-381	PRJNA48917	760862	Host-associated	Human	Digestive system
Gb0007501	Pseudomonas aeruginosa PAO1	PRJNA48915	760861	Host-associated	Human	Unclassified
Gb0007502	Thermoplasma acidophilum DSM 1728	PRJNA48913	760860	Environmental	Terrestrial	Geologic
Gb0007503	Buchnera aphidicola APS	PRJNA48911	760859	Host-associated	Insecta	Unclassified
Gb0007504	Vibrio cholerae O1 bv El Tor, N16961	PRJNA48907	760858	Host-associated	Animal	Digestive system
Gb0007506	Chlamydophila pneumoniae J138	PRJNA48903	760856	Host-associated	Human	Skin
Gb0007507	Escherichia coli MS 21-1	PRJNA48901	760855	Host-associated	Human	Unclassified
Gb0007508	Bacillus halodurans C-125	PRJNA48899	760854	NA	NA	NA
Gb0007510	Pseudomonas aeruginosa PAO1	PRJNA48895	760852	Host-associated	Human	Unclassified
Gb0007511	Streptococcus pneumoniae GA49138	PRJNA48893	760851	Host-associated	Human	Unclassified
Gb0007512	Gardnerella vaginalis EX336960VC22	PRJNA50151	858699	Host-associated	Human	Unclassified
Gb0007513	Serratia sp. EX336960VC23	PRJNA50153	858646	Host-associated	Human	Unclassified
Gb0007514	Serratia sp. EX336960VC24	PRJNA50155	858647	Host-associated	Human	Unclassified
Gb0007515	Serratia sp. EX336960VC26	PRJNA50157	858648	Host-associated	Human	Unclassified
Gb0007516	Lactobacillus crispatus EX533959VC01	PRJNA50159	858651	Host-associated	Human	Unclassified
Gb0007517	Lactobacillus crispatus EX533959VC02	PRJNA50161	858652	Host-associated	Human	Unclassified
Gb0007518	Lactobacillus crispatus EX533959VC03	PRJNA50163	858653	Host-associated	Human	Unclassified
Gb0007519	Lactobacillus crispatus EX533959VC04	PRJNA50165	858654	Host-associated	Human	Unclassified
Gb0007520	Thermoplasma acidophilum DSM 1728	PRJNA50167	858655	Environmental	Terrestrial	Geologic
Gb0007521	Lactobacillus crispatus EX533959VC06	PRJNA50169	858656	Host-associated	Human	Unclassified
Gb0007522	Lactobacillus crispatus EX533959VC07	PRJNA50171	858657	Host-associated	Human	Unclassified
Gb0007523	Bifidobacterium breve EX533959VC13	PRJNA50173	858697	Host-associated	Human	Unclassified
Gb0007524	Lactobacillus crispatus EX533959VC21	PRJNA50121	858660	Host-associated	Human	Unclassified
Gb0007525	Candidatus Ishikawaella capsulata Mpkobe Mp	PRJNA20927	476281	Host-associated	Insecta	Unclassified
Gb0007526	Actinobacillus pleuropneumoniae sv 11 56153	PRJNA47305	754260	Host-associated	Mammals	Unclassified
Gb0007527	Actinobacillus pleuropneumoniae sv 12 1096	PRJNA47307	754261	Host-associated	Mammals	Unclassified
Gb0007528	Actinobacillus pleuropneumoniae sv 13 N273	PRJNA47309	754262	Host-associated	Mammals	Unclassified
Gb0007532	Mycobacterium tuberculosis 210_8C1	PRJNA46769	748227	Host-associated	NA	NA
Gb0007533	Mycobacterium tuberculosis 210_16C10	PRJNA46771	748228	Host-associated	NA	NA
Gb0007534	Mycobacterium tuberculosis 210_32C4	PRJNA46773	748229	Host-associated	NA	NA
Gb0007535	Mycoplasma hyopneumoniae 7422	PRJNA47327	754503	Host-associated	NA	NA
Gb0007536	Xanthomonas fuscans aurantifolii ICPB 11122	PRJNA18837	427081	Host-associated	Plants	Unclassified
Gb0007539	Actinobacillus pleuropneumoniae sv 10 D13039	PRJNA47303	754259	Host-associated	Mammals	Unclassified
Gb0007540	Vibrio cholerae O1 bv El Tor, N16961	PRJNA46779	748232	Host-associated	Animal	Digestive system
Gb0007545	Propionibacterium acnes HL110PA2	PRJNA49189	765078	Host-associated	Human	Unclassified
Gb0007546	Propionibacterium acnes HL060PA1	PRJNA49201	765084	Host-associated	Human	Unclassified
