organism	NCBI_taxonomy_id	NCBI_bioProjectAccession	NCBI_bioProjectID	Group	SubGroup	A1le	T1le	G1le	C1le	A2le	T2le	G2le	C2le	A4le	T4le	G4le	C4le	A1la	T1la	G1la	C1la	A2la	T2la	G2la	C2la	A4la	T4la	G4la	C4la	genomicGC	ioAle	ioTle	ioGle	ioCle	genes	genomicLen	habitatNCBI	habitatGold	habitatImg
NC_006138	Desulfotalea psychrophila LSv54	177439	PRJNA58153	58153	Proteobacteria	delta/epsilon subdivisions	286786	240999	305297	203341	52064	99360	61220	53001	42911	90074	50964	74374	275340	205999	245785	184661	57949	65372	41945	68250	48323	51864	34816	84245	46.81	80652	93342	81129	70275	3116	3523383	Specialized	Environmental	Environmental
NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575	PRJNA59011	59011	Tenericutes	Mollicutes	147218	83827	71214	52179	49884	61202	3836	10649	25022	27682	2519	2480	57740	33953	27778	20039	19954	24105	1605	4406	8949	10819	1046	1112	25.77	18870	17686	6368	5939	646	874478	HostAssociated	Host-associated	Host-associated
NC_010831	Chlorobium phaeobacteroides BS1	331678	PRJNA58131	58131	Bacteroidetes/Chlorobi group	Chlorobi	247589	203796	258741	169445	49984	63645	49602	65698	37033	61250	62395	57928	175267	132142	160134	119557	39139	33001	24223	53373	28304	32220	35316	47928	48.93	81617	86616	84975	73953	2469	2736403	Aquatic	Environmental	Environmental
NC_008255	Cytophaga hutchinsonii ATCC 33406	269798	PRJNA57651	57651	Bacteroidetes/Chlorobi group	Bacteroidetes	483775	350575	371061	262853	122267	165390	51549	80870	103313	96720	68351	52250	370301	265721	266618	202455	95647	117462	32072	69984	72654	75194	45832	44813	38.85	72834	71723	48385	44182	3785	4433218	Multiple	Environmental	Environmental
NC_010296	Microcystis aeruginosa NIES-843	449447	PRJNA59101	59101	Cyanobacteria	Oscillatoriophycideae	444139	334375	390337	286766	149669	166198	50815	81979	69148	98437	65355	94806	475778	353824	411713	303626	160098	176703	53046	86271	74306	105258	67041	99694	42.33	208206	209044	151966	152443	6312	5842795	Aquatic	NA	Environmental
NC_014964	Thermoanaerobacter brockii subsp. finnii Ako-1	509193	PRJNA55639	55639	Firmicutes	Clostridia	393271	265762	299225	164500	137407	130221	47240	41058	77693	84115	28214	23118	58437	41130	40906	26968	20443	18215	5006	7653	12179	12577	2813	5021	34.5	71027	61483	41312	29040	2210	2344824	Aquatic	Environmental	Environmental
NC_010981	Wolbachia endosymbiont of Culex quinquefasciatus Pel	570417	PRJNA61645	61645	Proteobacteria	Alphaproteobacteria	140702	96119	101272	61834	43993	50447	16824	18250	29144	31053	9061	7258	133831	88090	92233	58469	41974	46184	15223	18283	27693	27478	7530	7363	34.19	65460	66830	34465	34365	1277	1482355	HostAssociated	Host-associated	Host-associated
NC_011726	Cyanothece sp. PCC 8801	41431	PRJNA59027	59027	Cyanobacteria	Oscillatoriophycideae	398638	299034	339329	258133	143206	159826	34448	59694	68515	95488	47419	74623	378805	282760	319735	244014	135247	151720	33365	56210	64396	89332	45114	70206	39.76	132086	131099	86854	87196	4264	4679413	Aquatic	Environmental	Environmental
NC_010610	Lactobacillus fermentum IFO 3956	334390	PRJNA58865	58865	Firmicutes	Bacilli	248395	178595	233029	160272	46440	49712	44292	86441	24910	36913	67809	72806	77049	59108	69427	54232	14124	14655	11630	28822	7571	11717	17223	28596	51.47	75259	69614	78505	71798	1843	2098684	Multiple	NA	Engineered
NC_009662	Nitratiruptor sp. SB155-2	387092	PRJNA58861	58861	Proteobacteria	delta/epsilon subdivisions	251420	171233	192764	121049	69446	80129	35715	36546	44885	46127	28248	28118	138591	96873	96177	70413	38955	40226	14839	23435	24710	23667	12285	19946	39.69	17297	16716	12361	10281	1843	1877931	Specialized	NA	Environmental
NC_016787	Corynebacterium diphtheriae HC03	698969	PRJNA84299	84299	Actinobacteria	Actinobacteria	222491	183826	275635	200915	35198	52391	42995	66523	48003	69842	57420	72161	131479	114758	159785	129112	20491	29049	21374	43132	29175	36089	31137	55483	53.5	37079	37608	44608	40873	2262	2478364	Multiple	Host-associated	Host-associated
NC_011660	Listeria monocytogenes HCC23	552536	PRJNA59203	59203	Firmicutes	Bacilli	449881	306706	368490	237715	145565	144441	31727	68033	100282	96792	55472	40786	110746	81357	86590	62199	33651	35270	6403	19030	22024	27709	10888	13564	38.19	49947	44381	32129	26245	2974	2976212	HostAssociated	Host-associated	Host-associated
NC_007576	Lactobacillus sakei subsp. sakei 23K	314315	PRJNA58281	58281	Firmicutes	Bacilli	263663	185011	226278	159235	81867	94626	27064	42880	48368	58402	40310	37515	67434	49373	52204	45174	19317	21126	4520	14175	11282	15670	7003	14952	41.26	32191	30476	24125	19734	1879	1884661	Multiple	NA	Engineered
NC_009840	Prochlorococcus marinus str. MIT 9215	93060	PRJNA58819	58819	Cyanobacteria	Prochlorales	170896	123995	122203	78377	66047	71253	16612	14846	33976	42577	6794	8981	175446	119509	116540	76513	67845	64652	12580	18766	35881	36570	6144	9712	31.15	29920	31587	13991	12912	1982	1738790	Aquatic	Environmental	Environmental
NC_013791	Bacillus pseudofirmus OF4	398511	PRJNA45847	45847	Firmicutes	Bacilli	168807	128303	143838	100982	49408	54542	18938	29116	38114	41299	20486	19950	494154	364133	439653	287850	150022	161881	62204	75946	113440	117606	68525	50770	40.27	85906	89311	55109	63641	3921	3858997	Terrestrial	Environmental	Environmental
NC_014311	Ralstonia solanacearum PSI07	859657	PRJNA50539	50539	Proteobacteria	Betaproteobacteria	267451	237791	379043	273851	18112	30493	63013	140236	13359	21870	165443	156508	192958	170783	271247	208920	15491	18896	40508	106788	12175	11401	115346	124384	66.44	39180	39160	78931	75086	3284	3520618	NA	NA	NA
NC_009719	Parvibaculum lavamentivorans DS-1	402881	PRJNA58739	58739	Proteobacteria	Alphaproteobacteria	273662	239017	376954	270282	31136	48590	57429	101709	22259	37224	130302	150115	268589	232143	368458	272289	33330	42953	51962	103754	22736	32850	115935	163967	62.33	37065	37320	62939	59497	3636	3914745	Multiple	NA	Engineered
NC_014306	Erwinia billingiae Eb661	634500	PRJNA50547	50547	Proteobacteria	Gammaproteobacteria	456776	369581	513007	356096	71655	103112	77499	170977	41794	77440	187741	154376	313951	258907	344957	250672	49612	72724	51548	120172	27778	50056	127185	112610	55.2	79057	78683	98461	94503	4583	5100167	NA	NA	Host-associated
NC_010830	Candidatus Amoebophilus asiaticus 5a2	452471	PRJNA58963	58963	Bacteroidetes/Chlorobi group	Bacteroidetes	181567	116939	130240	91418	58519	64649	23498	23418	36297	42195	10942	12697	143428	92509	97939	73441	46692	48995	15465	21212	29329	30941	7536	12387	35.05	111503	112002	62242	57427	1334	1884364	HostAssociated	NA	NA
NC_012962	Photorhabdus asymbiotica	553480	PRJNA59243	59243	Proteobacteria	Gammaproteobacteria	464712	355829	443105	299550	115006	179519	72029	85943	80420	130996	90854	59664	350631	255043	295474	227954	92920	114806	35282	78229	66838	81650	49090	63060	42.15	174203	184464	140454	118255	4389	5064808	HostAssociated	NA	Host-associated
NC_008321	Shewanella sp. MR-4	60480	PRJNA58345	58345	Proteobacteria	Gammaproteobacteria	416312	327787	428429	299633	99521	143367	67776	95811	53138	95970	100074	107008	333761	245097	309316	235881	80838	99184	42130	85507	43673	57976	62176	102773	47.89	101137	107450	100906	90527	3924	4706287	Multiple	NA	Environmental
NC_000915	Helicobacter pylori 26695	85962	PRJNA57787	57787	Proteobacteria	delta/epsilon subdivisions	193446	128873	136419	86020	63372	68405	25016	32457	13384	33681	27260	23626	147471	98797	100185	68146	47745	50821	16256	26542	10508	25775	18342	20608	38.87	28459	28467	18432	16858	1577	1667825	HostAssociated	Host-associated	Host-associated
NC_015554	Alteromonas sp. SN2	715451	PRJNA67349	67349	Proteobacteria	Gammaproteobacteria	477964	357781	455119	313504	126026	156226	58070	107712	93002	126759	75822	78988	350909	261491	320014	231603	93072	110586	39538	82536	67264	90462	50035	62998	43.51	120174	119620	94588	89281	4371	4972148	NA	Environmental	Environmental
NC_005085	Chromobacterium violaceum ATCC 12472	243365	PRJNA58001	58001	Proteobacteria	Betaproteobacteria	366847	323079	511762	330741	32935	52565	97324	203427	16300	26414	213489	197573	277721	232949	359572	260288	30145	26448	58685	163691	13575	13179	141659	167270	64.83	46849	50165	92971	84633	4405	4751080	Multiple	Environmental	Environmental
NC_014370	Prevotella melaninogenica ATCC 25845	553174	PRJNA51377	51377	Bacteroidetes/Chlorobi group	Bacteroidetes	174603	125557	148877	102184	24745	55375	36793	30896	33970	54765	15070	17379	129610	86385	101695	73198	22012	33268	22460	28202	26031	33196	8823	15711	40.92	75292	80629	56625	50633	1338	1796408	NA	Host-associated	Host-associated
NC_016632	Serratia symbiotica str. 'Cinara cedri'	568817	PRJNA82363	82363	Proteobacteria	Gammaproteobacteria	78256	63405	70024	47216	19621	34648	10760	10698	16528	25943	8239	6293	66388	47278	50841	38863	17506	21804	5012	13361	16968	16547	4769	7308	29.23	339580	389010	168364	127644	730	1762765	Specialized	NA	NA
NC_015726	Cupriavidus necator N-1	1042878	PRJNA68689	68689	Proteobacteria	Betaproteobacteria	306544	271133	433396	307516	21909	33472	72754	162257	15984	22851	185365	179962	199026	181397	288447	214108	14950	19878	42966	113381	12362	12236	121683	130419	66.49	38395	39066	78050	74991	3622	3872936	NA	Environmental	Environmental
NC_016784	Bacillus amyloliquefaciens	1390	PRJNA84215	84215	Firmicutes	Bacilli	541289	388089	483972	326301	143094	134478	72098	124727	77097	86012	136201	104606	163637	127037	144067	106465	41882	42045	19618	40385	24799	26518	38842	37863	46.51	63584	57886	54145	47577	3823	4019858	NA	NA	NA
NC_011026	Chloroherpeton thalassium ATCC 35110	517418	PRJNA59187	59187	Bacteroidetes/Chlorobi group	Chlorobi	310242	234115	272832	191055	76119	96158	44801	62743	41382	56659	67384	64252	256804	193909	220304	165465	64813	70302	30316	59896	34171	44385	50831	63385	45.04	76239	76820	65604	61698	2711	3293456	Aquatic	Environmental	Environmental
NC_011894	Methylobacterium nodulans ORS 2060	460265	PRJNA59023	59023	Proteobacteria	Alphaproteobacteria	424456	407229	698422	529087	21303	45796	108668	226664	24595	35205	275247	334351	411935	396215	685168	520783	20382	42900	104843	221256	23863	32790	268857	331875	68.86	161977	162193	354555	354173	7356	7772460	HostAssociated	Host-associated	Host-associated
NC_016638	Mycoplasma haemocanis str. Illinois	1111676	PRJNA82367	82367	Tenericutes	Mollicutes	114380	78766	78607	51281	31133	43949	23035	12220	16460	30615	7314	8366	78987	43216	48406	31815	23966	23861	10378	10210	13052	15333	4143	6192	35.33	12355	13348	7237	6705	1156	919992	NA	Host-associated	Host-associated
NC_013062	Flavobacteriaceae bacterium 3519-10	531844	PRJNA59413	59413	Bacteroidetes/Chlorobi group	Bacteroidetes	313703	220878	241577	169781	74474	82553	36939	68927	46854	58296	54196	47878	227885	160803	168244	120949	55007	55815	23479	54512	33160	37636	38754	37129	42.69	37829	37838	27530	26110	2534	2768101	NA	NA	Environmental
NC_009882	Rickettsia rickettsii str. 'Sheila Smith'	392021	PRJNA58027	58027	Proteobacteria	Alphaproteobacteria	130711	87330	87972	58887	42067	50241	11434	12505	21907	30956	8886	7405	89737	60750	54907	40281	28467	32971	5955	10745	15308	19353	4872	6041	32.47	76918	75210	39101	34328	1343	1257710	HostAssociated	Host-associated	Host-associated
NC_013456	Vibrio sp. Ex25	150340	PRJNA41601	41601	Proteobacteria	Gammaproteobacteria	320369	243114	312670	212434	77551	92175	47215	78365	62779	94071	57683	44295	209354	157458	192717	143788	51510	52612	24819	58367	43330	54714	31398	38181	44.88	94535	95917	80433	71508	2915	3259580	NA	Host-associated	Environmental
NC_009342	Corynebacterium glutamicum R	340322	PRJNA58897	58897	Actinobacteria	Actinobacteria	279089	238744	351397	252247	41578	57968	56483	91421	57320	80621	71597	107694	184320	162597	223142	175404	28886	37011	31257	62751	37813	49047	43174	82054	54.13	63510	64238	78487	72374	3052	3314174	Multiple	NA	Environmental
NC_007575	Sulfurimonas denitrificans DSM 1251	326298	PRJNA58185	58185	Proteobacteria	delta/epsilon subdivisions	277553	191953	203067	127771	80503	96686	32581	32500	60105	66193	13257	15968	183908	124761	125130	84967	53027	59663	18346	24977	38103	42857	7150	12086	34.46	20180	20040	11355	10071	2096	2201561	NA	Environmental	Environmental
NC_014392	Caldicellulosiruptor obsidiansis OB47	608506	PRJNA51501	51501	Firmicutes	Clostridia	389459	275614	286284	168033	115860	118054	62036	52272	78078	83695	29366	21196	94566	69581	62333	41792	28403	28476	11247	14531	19319	19697	5111	6063	35.24	85730	77088	49881	37014	2189	2532343	Multiple	Environmental	Environmental
NC_015856	Collimonas fungivorans Ter331	1005048	PRJNA70793	70793	Proteobacteria	Betaproteobacteria	457795	376435	552278	389621	59342	85228	89834	198502	38340	52427	206531	206991	295812	249058	354276	263961	42440	47369	51851	140226	25483	28032	131322	148017	59.56	81628	82528	121526	115659	4432	5186889	NA	NA	NA
NC_005861	Candidatus Protochlamydia amoebophila UWE25	264201	PRJNA58079	58079	Chlamydiae/Verrucomicrobia group	Chlamydiae	209684	158378	155739	121050	76218	84722	21153	25987	38493	54631	16838	19305	203433	152484	142835	120877	72589	80898	17337	28027	37148	52042	14029	21903	34.72	101345	103031	56181	52475	2031	2414445	HostAssociated	Host-associated	Host-associated
NC_011753	Vibrio splendidus LGP32	575788	PRJNA59353	59353	Proteobacteria	Gammaproteobacteria	323940	248456	313296	213450	78431	92176	47175	79907	63642	104721	51706	40985	224112	166747	199869	149745	55055	53815	26197	63915	47192	62918	29593	35119	44.04	72377	75166	61525	54666	2947	3299303	Aquatic	NA	Host-associated
NC_012785	Kosmotoga olearia TBF 19.5.1	521045	PRJNA59205	59205	Thermotogae	Thermotogae	210873	160684	175260	110302	64492	51766	28960	44377	38108	46938	25118	32900	204018	159565	174375	106778	60006	56334	32042	39203	35432	48844	27344	27593	41.55	54972	54165	36661	39062	2118	2302126	Aquatic	NA	Engineered
NC_010725	Methylobacterium populi BJ001	441620	PRJNA58937	58937	Proteobacteria	Alphaproteobacteria	337992	319403	548705	412965	16285	31638	84346	180736	15133	23311	210096	278205	326524	310600	540890	405997	15872	30833	82101	176847	15042	23129	205576	274861	69.39	80813	81842	181536	180754	5323	5800441	NA	Host-associated	Host-associated
NC_013854	Azospirillum sp. B510	137722	PRJNA46085	46085	Proteobacteria	Alphaproteobacteria	214698	196725	336453	231688	12209	27728	54308	117306	8036	17522	136205	152889	188602	165964	286124	202244	12170	21699	44622	105291	8558	12277	111743	136845	67.76	45140	46980	98835	95705	2893	3311395	Terrestrial	NA	Host-associated
NC_014319	Leuconostoc gasicomitatum LMG 18811	762550	PRJNA50385	50385	Firmicutes	Bacilli	294472	210744	237790	167649	83533	116949	30496	34140	69867	75059	29818	23600	59272	44275	42974	35337	16586	22096	4036	8951	12805	15464	3905	7300	36.66	42176	40451	25985	21094	1912	1954080	NA	NA	Engineered
NC_007969	Psychrobacter cryohalolentis K5	335284	PRJNA58373	58373	Proteobacteria	Gammaproteobacteria	283530	200231	260888	184803	63323	105034	40711	47335	50980	75090	41638	46107	219367	155382	194075	144054	49137	78995	27969	41021	37752	56367	28768	40220	42.29	97291	97481	74039	68888	2467	3059876	Multiple	Environmental	Environmental
NC_015859	Corynebacterium variabile DSM 44702	858619	PRJNA62003	62003	Actinobacteria	Actinobacteria	252631	226403	385290	271617	10562	15954	61789	134368	19049	33230	124804	185004	177521	162891	267579	199468	8210	11017	39603	98154	15465	20483	85993	138748	67.15	40627	40321	83655	80330	3039	3433007	NA	NA	Engineered
NC_009439	Pseudomonas mendocina ymp	399739	PRJNA58723	58723	Proteobacteria	Gammaproteobacteria	376999	331660	515638	353464	27233	49727	101227	205140	17717	44748	192669	211883	323380	273706	413992	301522	28507	32226	73891	185305	17188	24654	144185	197182	64.68	47267	50779	91017	84801	4594	5072807	Multiple	Environmental	Environmental
NC_013222	Robiginitalea biformata HTCC2501	313596	PRJNA58285	58285	Bacteroidetes/Chlorobi group	Bacteroidetes	316570	247918	328318	211851	48452	62036	55936	127172	30952	30540	114629	111229	277557	217377	279201	185888	47513	52412	43225	115281	27294	25156	94640	101051	55.29	0	0	0	0	3210	3530383	Aquatic	Environmental	Environmental
NC_013355	Zymomonas mobilis subsp. mobilis NCIMB 11163	622759	PRJNA41019	41019	Proteobacteria	Alphaproteobacteria	182136	144915	198785	144546	44075	68478	27441	35586	23431	56191	41960	48678	143172	108732	144274	108768	36932	49846	17788	28606	19489	37879	27891	39697	46.83	47171	50233	44486	41914	1800	2124771	NA	NA	Engineered
NC_002663	Pasteurella multocida subsp. multocida str. Pm70	272843	PRJNA57627	57627	Proteobacteria	Gammaproteobacteria	213260	161389	193174	138916	73012	89214	20710	27450	37726	49870	37380	30359	179088	135056	152240	115438	61073	69348	13218	27047	31149	40382	24956	29850	40.4	32812	33453	23433	21744	2012	2257487	HostAssociated	Host-associated	Host-associated
NC_012806	Mycoplasma conjunctivae HRC/581	572263	PRJNA59325	59325	Tenericutes	Mollicutes	128311	80358	67242	51964	43702	47823	6590	12135	20486	27286	2717	6541	63674	39078	31886	24912	21580	23392	3059	6513	9962	12539	1322	3353	28.54	14854	14755	5951	5719	692	844775	HostAssociated	NA	Host-associated
NC_005957	Bacillus thuringiensis serovar konkukian str. 97-27	281309	PRJNA58089	58089	Firmicutes	Bacilli	705110	501498	571844	350742	238431	254996	66663	78632	176918	146830	77598	30759	229446	172752	166961	129300	73496	77285	13194	35901	55442	57771	14923	18947	35.41	163972	151441	99154	72433	5117	5237681	Multiple	Host-associated	Host-associated
NC_015722	Candidatus Midichloria mitochondrii IricVA	696127	PRJNA68687	68687	Proteobacteria	Alphaproteobacteria	95845	69991	73978	47447	30785	34781	12108	13089	17662	23466	8244	8482	85388	62058	62370	42163	27565	30299	9556	12560	16061	19640	6179	8301	36.55	85072	83792	50757	47238	1211	1183732	HostAssociated	Host-associated	Host-associated
NC_002607	Halobacterium sp. NRC-1	64091	PRJNA57769	57769	Euryarchaeota	Halobacteria	130994	108504	204679	132104	7799	8970	29154	75138	8619	8805	78854	81847	132396	110684	200255	139052	9147	8363	25589	75405	9217	9593	68162	92272	67.91	20361	20043	41259	38513	2075	2014239	Specialized	Environmental	NA
NC_016929	Rickettsia canadensis str. CA410	1105107	PRJNA88063	88063	Proteobacteria	Alphaproteobacteria	119609	81026	79949	53215	38739	47006	9886	10407	20529	29492	7115	5698	78555	53029	46882	33917	25022	29476	4897	8628	13591	17152	3454	4471	31.01	79778	78224	37986	32832	1016	1150228	NA	NA	NA
NC_013552	Dehalococcoides sp. VS	311424	PRJNA42393	42393	Chloroflexi	Dehalococcoidetes	119614	95499	122294	79619	24794	33666	19928	30642	16112	33563	25728	28299	121172	90223	113051	79017	27052	27726	15535	35612	18101	25941	23009	33190	47.27	17063	18155	15749	14383	1439	1413462	Aquatic	Environmental	Environmental
