"abbreviation"	"name"	"equation"	"reversible"	"compartment"	"lowbnd"	"uppbnd"	"obj_coef"	"rule"	"subsystem"
"CRNt7pp"	"Carnitine/butyrobetaine antiporter (periplasm)"	"gbbtn[c] + crn[p] --> crn[c] + gbbtn[p]"	"Irreversible"	"c, p"	0	1000	0	"b0040"	"Transport, Inner Membrane"
"CRNt8pp"	"L-carnitine/D-carnitine antiporter (periplasm)"	"crn_DASH_D[c] + crn[p] --> crn[c] + crn_DASH_D[p]"	"Irreversible"	"c, p"	0	1000	0	"b0040"	"Transport, Inner Membrane"
"CRNtex"	"L-carnitine transport via diffusion (extracellular to periplasm)"	"crn[e] <==> crn[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CS"	"citrate synthase"	"[c] : accoa + h2o + oaa --> cit + coa + h"	"Irreversible"	"c"	0	1000	0	"b0720"	"Citric Acid Cycle"
"CSND"	"Cytosine deaminase"	"[c] : csn + h + h2o --> nh4 + ura"	"Irreversible"	"c"	0	1000	0	"b0337"	"Nucleotide Salvage Pathway"
"CSNt2pp"	"cytosine transport in via proton symport (periplasm)"	"csn[p] + h[p] --> csn[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	"b0336"	"Transport, Inner Membrane"
"CSNtex"	"cytosine transport via diffusion (extracellular to periplasm)"	"csn[e] <==> csn[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CTBTCAL2"	"Crotonobetaine-CoA Ligase"	"[c] : atp + coa + ctbt --> adp + ctbtcoa + pi"	"Irreversible"	"c"	0	1000	0	"b0037"	"Oxidative Phosphorylation"
"CTBTabcpp"	"crotonobetaine transport via ABC system (periplasm)"	"atp[c] + h2o[c] + ctbt[p] --> adp[c] + ctbt[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"(b2677 and b2678 and b2679)"	"Transport, Inner Membrane"
"CTBTt2rpp"	"cronobetaine outward transport (H+ antiport)"	"ctbt[p] + h[p] <==> ctbt[c] + h[c]"	"Reversible"	"c, p"	-1000	1000	0	"b4111"	"Transport, Inner Membrane"
"CTECOAI6"	"3-cis-2-trans-enoyl-CoA isomerase"	"[c] : tdecoa <==> td2coa"	"Reversible"	"c"	-1000	1000	0	"b3846"	"Membrane Lipid Metabolism"
"CTECOAI7"	"3-cis-2-trans-enoyl-CoA isomerase"	"[c] : hdcoa <==> hdd2coa"	"Reversible"	"c"	-1000	1000	0	"b3846"	"Membrane Lipid Metabolism"
"CTECOAI8"	"3-cis-2-trans-enoyl-CoA isomerase"	"[c] : odecoa <==> od2coa"	"Reversible"	"c"	-1000	1000	0	"b3846"	"Membrane Lipid Metabolism"
"CTPS2"	"CTP synthase (glutamine)"	"[c] : atp + gln_DASH_L + h2o + utp --> adp + ctp + glu_DASH_L + (2) h + pi"	"Irreversible"	"c"	0	1000	0	"b2780"	"Purine and Pyrimidine Biosynthesis"
"CU1Opp"	"Cuprous Oxidase (Cu+1)"	"[p] : (4) cu + (4) h + o2 --> (4) cu2 + (2) h2o"	"Irreversible"	"p"	0	1000	0	"b0123"	"Inorganic Ion Transport and Metabolism"
"CU1abcpp"	"Copper (Cu +1) ABC transporter (periplasm)"	"atp[c] + cu[c] + h2o[c] --> adp[c] + h[c] + pi[c] + cu[p]"	"Irreversible"	"c, p"	0	1000	0	"b0484"	"Inorganic Ion Transport and Metabolism"
"CU2abcpp"	"Copper (Cu+2) ABC transporter (periplasm)"	"atp[c] + cu2[c] + h2o[c] --> adp[c] + h[c] + pi[c] + cu2[p]"	"Irreversible"	"c, p"	0	1000	0	"b3469"	"Inorganic Ion Transport and Metabolism"
"CU2tex"	"copper (Cu+2) transport via diffusion (extracellular to periplasm)"	"cu2[e] <==> cu2[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b2215 or b0241 or b0929 or b1377)"	"Transport, Outer Membrane Porin"
"CU2tpp"	"copper transport in via permease (no H+)"	"cu2[p] --> cu2[c]"	"Irreversible"	"c, p"	0	1000	0	"b3040"	"Inorganic Ion Transport and Metabolism"
"CUt3"	"copper transport out via proton antiport"	"cu[c] + h[e] --> h[c] + cu[e]"	"Irreversible"	"c, e"	0	1000	0	"(b0572 and b0573 and b0574 and b0575)"	"Transport, Outer Membrane"
"CUtex"	"copper (Cu+1) transport via diffusion (extracellular to periplasm)"	"cu[e] <==> cu[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CYANST"	"Cyanide sulfurtransferase"	"[c] : cyan + tsul --> h + so3 + tcynt"	"Irreversible"	"c"	0	1000	0	"b3425"	"Unassigned"
"CYANSTpp"	"Cyanide sulfurtransferase (periplasmic)"	"[p] : cyan + tsul --> h + so3 + tcynt"	"Irreversible"	"p"	0	1000	0	"b1308"	"Inorganic Ion Transport and Metabolism"
"CYANtex"	"Cyanide transport via diffusion (extracellular to periplasm)"	"cyan[e] <==> cyan[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CYNTAH"	"Cyanate aminohydrolase"	"[c] : cynt + (3) h + hco3 --> (2) co2 + nh4"	"Irreversible"	"c"	0	1000	0	"b0340"	"Nitrogen Metabolism"
"CYNTt2pp"	"Cyanate transport via proton symport (periplasm)"	"cynt[p] + h[p] --> cynt[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	"b0341"	"Transport, Inner Membrane"
"CYNTtex"	"Cyanate transport via diffusion (extracellular to periplasm)"	"cynt[e] <==> cynt[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CYSDDS"	"D-cysteine desulfhydrase"	"[c] : cys_DASH_D + h2o --> h2s + nh4 + pyr"	"Irreversible"	"c"	0	1000	0	"b1919"	"Cysteine Metabolism"
"CYSDS"	"Cysteine Desulfhydrase"	"[c] : cys_DASH_L + h2o --> h2s + nh4 + pyr"	"Irreversible"	"c"	0	1000	0	"(b3708 or b3008)"	"Cysteine Metabolism"
"CYSDabcpp"	"D-cysteine uptake via ABC system (periplasm)"	"atp[c] + h2o[c] + cys_DASH_D[p] --> adp[c] + cys_DASH_D[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"CYSDtex"	"D-cysteine transport via diffusion (extracellular to periplasm)"	"cys_DASH_D[e] <==> cys_DASH_D[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CYSS"	"cysteine synthase"	"[c] : acser + h2s --> ac + cys_DASH_L + h"	"Irreversible"	"c"	0	1000	0	"(b2414 or b2421)"	"Cysteine Metabolism"
"CYSSADS"	"L-cysteine sulfinic acid desulfurase"	"[c] : 3sala + (2) h --> ala_DASH_L + so2"	"Irreversible"	"c"	0	1000	0	"b2810"	"Cysteine Metabolism"
"CYSTL"	"cystathionine b-lyase"	"[c] : cyst_DASH_L + h2o --> hcys_DASH_L + nh4 + pyr"	"Irreversible"	"c"	0	1000	0	"(b1622 or b3008)"	"Methionine Metabolism"
"CYSTRS"	"Cysteinyl-tRNA synthetase"	"[c] : atp + cys_DASH_L + trnacys --> amp + cystrna + ppi"	"Irreversible"	"c"	0	1000	0	"b0526"	"tRNA Charging"
"CYSabc2pp"	"L-cysteine export via ABC system (cytoplasm to periplasm)"	"atp[c] + cys_DASH_L[c] + h2o[c] --> adp[c] + h[c] + pi[c] + cys_DASH_L[p]"	"Irreversible"	"c, p"	0	1000	0	"(b0886 and b0887)"	"Transport, Inner Membrane"
"CYSabcpp"	"L-cysteine uptake via ABC system (periplasm)"	"atp[c] + h2o[c] + cys_DASH_L[p] --> adp[c] + cys_DASH_L[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"CYStex"	"L-cysteine transport via diffusion (extracellular to periplasm)"	"cys_DASH_L[e] <==> cys_DASH_L[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CYStpp"	"L-cysteine export via facilitated transport"	"cys_DASH_L[c] --> cys_DASH_L[p]"	"Irreversible"	"c, p"	0	1000	0	"(b2578 or b1533)"	"Transport, Inner Membrane"
"CYTBD2pp"	"cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm)"	"(2) h[c] + mql8[c] + (0.5) o2[c] --> h2o[c] + mqn8[c] + (2) h[p]"	"Irreversible"	"c, p"	0	1000	0	"(b0978 and b0979)"	"Oxidative Phosphorylation"
"CYTBDpp"	"cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm)"	"(2) h[c] + (0.5) o2[c] + q8h2[c] --> h2o[c] + q8[c] + (2) h[p]"	"Irreversible"	"c, p"	0	1000	0	"((b0978 and b0979) or (b0733 and b0734))"	"Oxidative Phosphorylation"
"CYTBO3_4pp"	"cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)"	"(4) h[c] + (0.5) o2[c] + q8h2[c] --> h2o[c] + q8[c] + (4) h[p]"	"Irreversible"	"c, p"	0	1000	0	"(b0429 and b0430 and b0431 and b0432)"	"Oxidative Phosphorylation"
"CYTD"	"cytidine deaminase"	"[c] : cytd + h + h2o --> nh4 + uri"	"Irreversible"	"c"	0	1000	0	"b2143"	"Nucleotide Salvage Pathway"
"CYTDH"	"Cytidine hydrolase"	"[c] : cytd + h2o --> csn + rib_DASH_D"	"Irreversible"	"c"	0	1000	0	"(b2162 or b0651 or b0030)"	"Alternate Carbon Metabolism"
"CYTDK2"	"cytidine kinase (GTP)"	"[c] : cytd + gtp --> cmp + gdp + h"	"Irreversible"	"c"	0	1000	0	"b2066"	"Nucleotide Salvage Pathway"
"CYTDt2pp"	"cytidine transport in via proton symport (periplasm)"	"cytd[p] + h[p] --> cytd[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	"(b2393 or b2964)"	"Transport, Inner Membrane"
"CYTDt2rpp"	"cytidine transport in via proton symport, reversible (periplasm)"	"cytd[p] + h[p] <==> cytd[c] + h[c]"	"Reversible"	"c, p"	-1000	1000	0	"b2406"	"Transport, Inner Membrane"
"CYTDtex"	"cytidine transport via diffusion (extracellular to periplasm)"	"cytd[e] <==> cytd[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CYTK1"	"cytidylate kinase (CMP)"	"[c] : atp + cmp <==> adp + cdp"	"Reversible"	"c"	-1000	1000	0	"b0910"	"Nucleotide Salvage Pathway"
"CYTK2"	"cytidylate kinase (dCMP)"	"[c] : atp + dcmp <==> adp + dcdp"	"Reversible"	"c"	-1000	1000	0	"b0910"	"Nucleotide Salvage Pathway"
"D_LACt2pp"	"D-lactate transport via proton symport (periplasm)"	"h[p] + lac_DASH_D[p] <==> h[c] + lac_DASH_D[c]"	"Reversible"	"c, p"	-1000	1000	0	"(b3603 or b2975)"	"Transport, Inner Membrane"
"D_LACtex"	"D-lactate transport via diffusion (extracellular to periplasm)"	"lac_DASH_D[e] <==> lac_DASH_D[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"DAAD"	"D-Amino acid dehydrogenase"	"[c] : ala_DASH_D + fad + h2o --> fadh2 + nh4 + pyr"	"Irreversible"	"c"	0	1000	0	"b1189"	"Alanine and Aspartate Metabolism"
"DADA"	"Deoxyadenosine deaminase"	"[c] : dad_DASH_2 + h + h2o --> din + nh4"	"Irreversible"	"c"	0	1000	0	"b1623"	"Nucleotide Salvage Pathway"
"DADK"	"deoxyadenylate kinase"	"[c] : atp + damp <==> adp + dadp"	"Reversible"	"c"	-1000	1000	0	"b0474"	"Nucleotide Salvage Pathway"
"DADNt2pp"	"deoxyadenosine transport in via proton symport (periplasm)"	"dad_DASH_2[p] + h[p] --> dad_DASH_2[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	"(b2964 or b2393)"	"Transport, Inner Membrane"
"DADNtex"	"deoxyadenosine transport via diffusion (extracellular to periplasm)"	"dad_DASH_2[e] <==> dad_DASH_2[p]"	"Reversible"	"e, p"	-1000	1000	0	"b0411"	"Transport, Outer Membrane"
"DAGK120"	"diacylglycerol kinase (n-C12:0)"	"[c] : 12dgr120 + atp --> adp + h + pa120"	"Irreversible"	"c"	0	1000	0	"b4042"	"Glycerophospholipid Metabolism"
"DAGK140"	"diacylglycerol kinase (n-C14:0)"	"[c] : 12dgr140 + atp --> adp + h + pa140"	"Irreversible"	"c"	0	1000	0	"b4042"	"Glycerophospholipid Metabolism"
"DAGK141"	"diacylglycerol kinase (n-C14:1)"	"[c] : 12dgr141 + atp --> adp + h + pa141"	"Irreversible"	"c"	0	1000	0	"b4042"	"Glycerophospholipid Metabolism"
"DAGK160"	"diacylglycerol kinase (n-C16:0)"	"[c] : 12dgr160 + atp --> adp + h + pa160"	"Irreversible"	"c"	0	1000	0	"b4042"	"Glycerophospholipid Metabolism"
"DAGK161"	"diacylglycerol kinase (n-C16:1)"	"[c] : 12dgr161 + atp --> adp + h + pa161"	"Irreversible"	"c"	0	1000	0	"b4042"	"Glycerophospholipid Metabolism"
"DAGK180"	"diacylglycerol kinase (n-C18:0)"	"[c] : 12dgr180 + atp --> adp + h + pa180"	"Irreversible"	"c"	0	1000	0	"b4042"	"Glycerophospholipid Metabolism"
"DAGK181"	"diacylglycerol kinase (n-C18:1)"	"[c] : 12dgr181 + atp --> adp + h + pa181"	"Irreversible"	"c"	0	1000	0	"b4042"	"Glycerophospholipid Metabolism"
"DALAt2pp"	"D-alanine transport in via proton symport (periplasm)"	"ala_DASH_D[p] + h[p] --> ala_DASH_D[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	"b4208"	"Transport, Inner Membrane"
"DALAtex"	"D-Alanine transport via diffusion (extracellular to periplasm)"	"ala_DASH_D[e] <==> ala_DASH_D[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"DAMPtex"	"dAMP transport via diffusion (extracellular to periplasm)"	"damp[e] <==> damp[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"DAPAL"	"2,3-diaminopropionate amonnia lyase"	"[c] : 23dappa + h2o --> (2) nh4 + pyr"	"Irreversible"	"c"	0	1000	0	"b2871"	"Alternate Carbon Metabolism"
"DAPDC"	"diaminopimelate decarboxylase"	"[c] : 26dap_DASH_M + h --> co2 + lys_DASH_L"	"Irreversible"	"c"	0	1000	0	"b2838"	"Threonine and Lysine Metabolism"
"DAPE"	"diaminopimelate epimerase"	"[c] : 26dap_DASH_LL <==> 26dap_DASH_M"	"Reversible"	"c"	-1000	1000	0	"b3809"	"Threonine and Lysine Metabolism"
"DAPabcpp"	"M-diaminopimelic acid ABC transport (periplasm)"	"atp[c] + h2o[c] + 26dap_DASH_M[p] --> 26dap_DASH_M[c] + adp[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"DAPtex"	"1,5-Diaminopentane transport via diffusion (extracellular to periplasm)"	"15dap[e] <==> 15dap[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"DASYN120"	"CDP-diacylglycerol synthetase (n-C12:0)"	"[c] : ctp + h + pa120 --> cdpdddecg + ppi"	"Irreversible"	"c"	0	1000	0	"b0175"	"Glycerophospholipid Metabolism"
"DASYN140"	"CDP-diacylglycerol synthetase (n-C14:0)"	"[c] : ctp + h + pa140 --> cdpdtdecg + ppi"	"Irreversible"	"c"	0	1000	0	"b0175"	"Glycerophospholipid Metabolism"
"DASYN141"	"CDP-diacylglycerol synthetase (n-C14:1)"	"[c] : ctp + h + pa141 --> cdpdtdec7eg + ppi"	"Irreversible"	"c"	0	1000	0	"b0175"	"Glycerophospholipid Metabolism"
"DASYN160"	"CDP-diacylglycerol synthetase (n-C16:0)"	"[c] : ctp + h + pa160 --> cdpdhdecg + ppi"	"Irreversible"	"c"	0	1000	0	"b0175"	"Glycerophospholipid Metabolism"
"DASYN161"	"CDP-diacylglycerol synthetase (n-C16:1)"	"[c] : ctp + h + pa161 --> cdpdhdec9eg + ppi"	"Irreversible"	"c"	0	1000	0	"b0175"	"Glycerophospholipid Metabolism"
"DASYN180"	"CDP-diacylglycerol synthetase (n-C18:0)"	"[c] : ctp + h + pa180 --> cdpdodecg + ppi"	"Irreversible"	"c"	0	1000	0	"b0175"	"Glycerophospholipid Metabolism"
"DASYN181"	"CDP-diacylglycerol synthetase (n-C18:1)"	"[c] : ctp + h + pa181 --> cdpdodec11eg + ppi"	"Irreversible"	"c"	0	1000	0	"b0175"	"Glycerophospholipid Metabolism"
"DATPHs"	"dATP amine hydrolysis (spontaneous)"	"[c] : datp + h + h2o --> ditp + nh4"	"Irreversible"	"c"	0	1000	0	"s0001"	"Nucleotide Salvage Pathway"
"DB4PS"	"3,4-Dihydroxy-2-butanone-4-phosphate synthase"	"[c] : ru5p_DASH_D --> db4p + for + h"	"Irreversible"	"c"	0	1000	0	"b3041"	"Cofactor and Prosthetic Group Biosynthesis"
"DBTS"	"dethiobiotin synthase"	"[c] : atp + co2 + dann --> adp + dtbt + (3) h + pi"	"Irreversible"	"c"	0	1000	0	"b0778"	"Cofactor and Prosthetic Group Biosynthesis"
"DC6PH"	"diacetylchitobiose-6-phosphate hydrolase"	"[c] : chtbs6p + h2o --> acgam + acgam6p"	"Irreversible"	"c"	0	1000	0	"b1734"	"Alternate Carbon Metabolism"
"DCAtex"	"Decanoate transport via diffusion (extracellular to periplasm)"	"dca[e] <==> dca[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"DCMPtex"	"dCMP transport via diffusion (extracellular to periplasm)"	"dcmp[e] <==> dcmp[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"DCTPD"	"dCTP deaminase"	"[c] : dctp + h + h2o --> dutp + nh4"	"Irreversible"	"c"	0	1000	0	"b2065"	"Nucleotide Salvage Pathway"
"DCYTD"	"deoxycytidine deaminase"	"[c] : dcyt + h + h2o --> duri + nh4"	"Irreversible"	"c"	0	1000	0	"b2143"	"Nucleotide Salvage Pathway"
"DCYTt2pp"	"deoxycytidine transport in via proton symport (periplasm)"	"dcyt[p] + h[p] --> dcyt[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	"(b2393 or b2964)"	"Transport, Inner Membrane"
"DCYTtex"	"deoxycytidine transport via diffusion (extracellular to periplasm)"	"dcyt[e] <==> dcyt[p]"	"Reversible"	"e, p"	-1000	1000	0	"b0411"	"Transport, Outer Membrane"
"DDCAtexi"	"Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm)"	"ddca[e] --> ddca[p]"	"Irreversible"	"e, p"	0	1000	0	"b2344"	"Transport, Outer Membrane"
"DDGALK"	"2-dehydro-3-deoxygalactonokinase"	"[c] : 2dh3dgal + atp --> 2dh3dgal6p + adp + h"	"Irreversible"	"c"	0	1000	0	"b3693"	"Alternate Carbon Metabolism"
"DDGLCNt2rpp"	"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)"	"2ddglcn[p] + h[p] <==> 2ddglcn[c] + h[c]"	"Reversible"	"c, p"	-1000	1000	0	"b3909"	"Transport, Inner Membrane"
"DDGLCNtex"	"2-dehydro-3-deoxy-D-gluconate transport via diffusion (extracellular to periplasm)"	"2ddglcn[e] <==> 2ddglcn[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0929 or b1377 or b2215 or b0241)"	"Transport, Outer Membrane Porin"
"DDGLK"	"2-dehydro-3-deoxygluconokinase"	"[c] : 2ddglcn + atp --> 2ddg6p + adp + h"	"Irreversible"	"c"	0	1000	0	"b3526"	"Alternate Carbon Metabolism"
"DDPA"	"3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase"	"[c] : e4p + h2o + pep --> 2dda7p + pi"	"Irreversible"	"c"	0	1000	0	"(b2601 or b0754 or b1704)"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
"DDPGALA"	"2-dehydro-3-deoxy-6-phosphogalactonate aldolase"	"[c] : 2dh3dgal6p <==> g3p + pyr"	"Reversible"	"c"	-1000	1000	0	"b4477"	"Alternate Carbon Metabolism"
"DGK1"	"deoxyguanylate kinase (dGMP:ATP)"	"[c] : atp + dgmp <==> adp + dgdp"	"Reversible"	"c"	-1000	1000	0	"b3648"	"Nucleotide Salvage Pathway"
"DGMPtex"	"dGMP transport via diffusion (extracellular to periplasm)"	"dgmp[e] <==> dgmp[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"DGSNt2pp"	"deoxyguanosine transport in via proton symport (periplasm)"	"dgsn[p] + h[p] --> dgsn[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	"b2964"	"Transport, Inner Membrane"
"DGSNtex"	"deoxyguanosine transport via diffusion (extracellular to periplasm)"	"dgsn[e] <==> dgsn[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"DHACOAH"	"2,3-dehydroadipyl-CoA hydratase"	"[c] : 23dhacoa + h2o <==> 3hadpcoa"	"Reversible"	"c"	-1000	1000	0	"b1393"	"Alternate Carbon Metabolism"
"DHAD1"	"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)"	"[c] : 23dhmb --> 3mob + h2o"	"Irreversible"	"c"	0	1000	0	"b3771"	"Valine, Leucine, and Isoleucine Metabolism"
"DHAD2"	"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)"	"[c] : 23dhmp --> 3mop + h2o"	"Irreversible"	"c"	0	1000	0	"b3771"	"Valine, Leucine, and Isoleucine Metabolism"
"DHAPT"	"Dihydroxyacetone phosphotransferase"	"[c] : dha + pep --> dhap + pyr"	"Irreversible"	"c"	0	1000	0	"(b1200 and b1199 and b1198 and b2415 and b2416)"	"Alternate Carbon Metabolism"
"DHAtex"	"Dihydroxyacetone transport via diffusion (extracellular to periplasm)"	"dha[e] <==> dha[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"DHAtpp"	"Dihydroxyacetone transport via facilitated diffusion (periplasm)"	"dha[p] <==> dha[c]"	"Reversible"	"c, p"	-1000	1000	0	""	"Transport, Inner Membrane"
"DHBD"	"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"	"[c] : 23ddhb + nad <==> 23dhb + h + nadh"	"Reversible"	"c"	-1000	1000	0	"b0596"	"Cofactor and Prosthetic Group Biosynthesis"
"DHBS"	"2,3-dihydroxybenzoate adenylate synthase"	"[c] : 23dhb + atp + h --> 23dhba + ppi"	"Irreversible"	"c"	0	1000	0	"b0594"	"Cofactor and Prosthetic Group Biosynthesis"
"DHBSH"	"2,3-dihydroxybenzoylserine hydrolase"	"[c] : 23dhbzs + h2o --> 23dhb + ser_DASH_L"	"Irreversible"	"c"	0	1000	0	""	"Cofactor and Prosthetic Group Biosynthesis"
"DHCIND"	"2,3-dihydroxycinnamate dehydrogenase"	"[c] : cenchddd + nad --> dhcinnm + h + nadh"	"Irreversible"	"c"	0	1000	0	"b2541"	"Alternate Carbon Metabolism"
"DHCINDO"	"2,3-dihydroxycinnamate 1,2-dioxygenase"	"[c] : dhcinnm + o2 --> h + hkntd"	"Irreversible"	"c"	0	1000	0	"b0348"	"Alternate Carbon Metabolism"
"DHDPRy"	"dihydrodipicolinate reductase (NADPH)"	"[c] : 23dhdp + h + nadph --> nadp + thdp"	"Irreversible"	"c"	0	1000	0	"b0031"	"Threonine and Lysine Metabolism"
"DHDPS"	"dihydrodipicolinate synthase"	"[c] : aspsa + pyr --> 23dhdp + h + (2) h2o"	"Irreversible"	"c"	0	1000	0	"b2478"	"Threonine and Lysine Metabolism"
"DHFR"	"dihydrofolate reductase"	"[c] : dhf + h + nadph <==> nadp + thf"	"Reversible"	"c"	-1000	1000	0	"(b1606 or b0048)"	"Cofactor and Prosthetic Group Biosynthesis"
"DHFS"	"dihydrofolate synthase"	"[c] : atp + dhpt + glu_DASH_L --> adp + dhf + h + pi"	"Irreversible"	"c"	0	1000	0	"b2315"	"Cofactor and Prosthetic Group Biosynthesis"
"DHMPTR"	"Dihydromonapterin reductase"	"[c] : dhmpt + h + nadph --> nadp + thmnp"	"Irreversible"	"c"	0	1000	0	"b1606"	"Cofactor and Prosthetic Group Biosynthesis"
"DHNAOT4"	"1,4-dihydroxy-2-naphthoate octaprenyltransferase"	"[c] : dhna + h + octdp --> 2dmmql8 + co2 + ppi"	"Irreversible"	"c"	0	1000	0	"b3930"	"Cofactor and Prosthetic Group Biosynthesis"
"DHNCOAS"	"1,4-dihydroxy-2-napthoyl-CoA synthase"	"[c] : h + sbzcoa --> 14dhncoa + h2o"	"Irreversible"	"c"	0	1000	0	"b2262"	"Cofactor and Prosthetic Group Biosynthesis"
"DHNCOAT"	"1,4-dihydroxy-2-napthoyl-CoA thioesterase"	"[c] : 14dhncoa + h2o --> coa + dhna + h"	"Irreversible"	"c"	0	1000	0	"b0736"	"Cofactor and Prosthetic Group Biosynthesis"
"DHNPA2r"	"dihydroneopterin aldolase reversible"	"[c] : dhnpt <==> 6hmhpt + gcald"	"Reversible"	"c"	-1000	1000	0	"b3058"	"Cofactor and Prosthetic Group Biosynthesis"
"DHNPTE"	"Dihydroneopterin epimerase"	"[c] : dhnpt <==> dhmpt"	"Reversible"	"c"	-1000	1000	0	"b3058"	"Cofactor and Prosthetic Group Biosynthesis"
"DHORD2"	"dihydoorotic acid dehydrogenase (quinone8)"	"[c] : dhor_DASH_S + q8 --> orot + q8h2"	"Irreversible"	"c"	0	1000	0	"b0945"	"Purine and Pyrimidine Biosynthesis"
"DHORD5"	"dihydroorotic acid (menaquinone-8)"	"[c] : dhor_DASH_S + mqn8 --> mql8 + orot"	"Irreversible"	"c"	0	1000	0	"b0945"	"Purine and Pyrimidine Biosynthesis"
"DHORDfum"	"Fumarate dependent DHORD"	"[c] : dhor_DASH_S + fum --> orot + succ"	"Irreversible"	"c"	0	1000	0	""	"Purine and Pyrimidine Biosynthesis"
"DHORTS"	"dihydroorotase"	"[c] : dhor_DASH_S + h2o <==> cbasp + h"	"Reversible"	"c"	-1000	1000	0	"b1062"	"Purine and Pyrimidine Biosynthesis"
"DHPPD"	"2,3-dihydroxyphenylpropionate dehydrogenase"	"[c] : cechddd + nad --> dhpppn + h + nadh"	"Irreversible"	"c"	0	1000	0	"b2541"	"Alternate Carbon Metabolism"
"DHPPDA2"	"diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)"	"[c] : 25drapp + h + h2o --> 5apru + nh4"	"Irreversible"	"c"	0	1000	0	"b0414"	"Cofactor and Prosthetic Group Biosynthesis"
"DHPS2"	"dihydropteroate synthase"	"[c] : 4abz + 6hmhptpp --> dhpt + ppi"	"Irreversible"	"c"	0	1000	0	"b3177"	"Cofactor and Prosthetic Group Biosynthesis"
"DHPTDCs2"	"4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)"	"[c] : dhptd --> mdhdhf"	"Irreversible"	"c"	0	1000	0	"s0001"	"Methionine Metabolism"
