"abbreviation"	"name"	"equation"	"reversible"	"compartment"	"lowbnd"	"uppbnd"	"obj_coef"	"rule"	"subsystem"
"CYSSADS"	"L-cysteine sulfinic acid desulfurase"	"[c] : 3sala + (2) h --> ala_DASH_L + so2"	"Irreversible"	"C_c"	0	1000	0	"(b2810)"	"Cysteine Metabolism"
"CYSTL"	"cystathionine b-lyase"	"[c] : cyst_DASH_L + h2o --> hcys_DASH_L + nh4 + pyr"	"Irreversible"	"C_c"	0	1000	0	"(b1622) or (b3008)"	"Methionine Metabolism"
"CYSTRS"	"Cysteinyl-tRNA synthetase"	"[c] : atp + cys_DASH_L + trnacys --> amp + cystrna + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0526)"	"tRNA Charging"
"CYSabc2pp"	"L-cysteine export via ABC system (cytoplasm to periplasm)"	"atp[c] + cys_DASH_L[c] + h2o[c] --> adp[c] + cys_DASH_L[p] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b0887) and (b0886)"	"Transport, Inner Membrane"
"CYSabcpp"	"L-cysteine uptake via ABC system (periplasm)"	"atp[c] + cys_DASH_L[p] + h2o[c] --> adp[c] + cys_DASH_L[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	""	"Transport, Inner Membrane"
"CYStex"	"L-cysteine transport via diffusion (extracellular to periplasm)"	"cys_DASH_L[e] <==> cys_DASH_L[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"CYStpp"	"L-cysteine export via facilitated transport"	"cys_DASH_L[c] --> cys_DASH_L[p]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2578) or (b1533)"	"Transport, Inner Membrane"
"CYTBD2pp"	"cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm)"	"(2) h[c] + mql8[c] + (0.5) o2[c] --> h2o[c] + (2) h[p] + mqn8[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b0979 and b0978)"	"Oxidative Phosphorylation"
"CYTBDpp"	"cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm)"	"(2) h[c] + (0.5) o2[c] + q8h2[c] --> h2o[c] + (2) h[p] + q8[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b0979 and b0978) or (b0733 and b0734)"	"Oxidative Phosphorylation"
"CYTBO3_4pp"	"cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)"	"(4) h[c] + (0.5) o2[c] + q8h2[c] --> h2o[c] + (4) h[p] + q8[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b0432 and b0431 and b0429 and b0430)"	"Oxidative Phosphorylation"
"CYTD"	"cytidine deaminase"	"[c] : cytd + h2o + h --> nh4 + uri"	"Irreversible"	"C_c"	0	1000	0	"(b2143)"	"Nucleotide Salvage Pathway"
"CYTDH"	"Cytidine hydrolase"	"[c] : cytd + h2o --> csn + rib_DASH_D"	"Irreversible"	"C_c"	0	1000	0	"(b2162) or (b0030) or (b0651)"	"Alternate Carbon Metabolism"
"CYTDK2"	"cytidine kinase (GTP)"	"[c] : cytd + gtp --> cmp + gdp + h"	"Irreversible"	"C_c"	0	1000	0	"(b2066)"	"Nucleotide Salvage Pathway"
"CYTDt2pp"	"cytidine transport in via proton symport (periplasm)"	"cytd[p] + h[p] --> cytd[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2964) or (b2393)"	"Transport, Inner Membrane"
"CYTDt2rpp"	"cytidine transport in via proton symport, reversible (periplasm)"	"cytd[p] + h[p] <==> cytd[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b2406)"	"Transport, Inner Membrane"
"CYTDtex"	"cytidine transport via diffusion (extracellular to periplasm)"	"cytd[e] <==> cytd[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"CYTK1"	"cytidylate kinase (CMP)"	"[c] : atp + cmp <==> adp + cdp"	"Reversible"	"C_c"	-1000	1000	0	"(b0910)"	"Nucleotide Salvage Pathway"
"CYTK2"	"cytidylate kinase (dCMP)"	"[c] : atp + dcmp <==> adp + dcdp"	"Reversible"	"C_c"	-1000	1000	0	"(b0910)"	"Nucleotide Salvage Pathway"
"DAAD"	"D-Amino acid dehydrogenase"	"[c] : ala_DASH_D + fad + h2o --> fadh2 + nh4 + pyr"	"Irreversible"	"C_c"	0	1000	0	"(b1189)"	"Alanine and Aspartate Metabolism"
"DADA"	"Deoxyadenosine deaminase"	"[c] : dad_DASH_2 + h2o + h --> din + nh4"	"Irreversible"	"C_c"	0	1000	0	"(b1623)"	"Nucleotide Salvage Pathway"
"DADK"	"deoxyadenylate kinase"	"[c] : atp + damp <==> adp + dadp"	"Reversible"	"C_c"	-1000	1000	0	"(b0474)"	"Nucleotide Salvage Pathway"
"DADNt2pp"	"deoxyadenosine transport in via proton symport (periplasm)"	"dad_DASH_2[p] + h[p] --> dad_DASH_2[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2393) or (b2964)"	"Transport, Inner Membrane"
"DADNtex"	"deoxyadenosine transport via diffusion (extracellular to periplasm)"	"dad_DASH_2[e] <==> dad_DASH_2[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b0411)"	"Transport, Outer Membrane"
"DAGK120"	"diacylglycerol kinase (n-C12:0)"	"[c] : 12dgr120 + atp --> adp + h + pa120"	"Irreversible"	"C_c"	0	1000	0	"(b4042)"	"Glycerophospholipid Metabolism"
"DAGK140"	"diacylglycerol kinase (n-C14:0)"	"[c] : 12dgr140 + atp --> adp + h + pa140"	"Irreversible"	"C_c"	0	1000	0	"(b4042)"	"Glycerophospholipid Metabolism"
"DAGK141"	"diacylglycerol kinase (n-C14:1)"	"[c] : 12dgr141 + atp --> adp + h + pa141"	"Irreversible"	"C_c"	0	1000	0	"(b4042)"	"Glycerophospholipid Metabolism"
"DAGK160"	"diacylglycerol kinase (n-C16:0)"	"[c] : 12dgr160 + atp --> adp + h + pa160"	"Irreversible"	"C_c"	0	1000	0	"(b4042)"	"Glycerophospholipid Metabolism"
"DAGK161"	"diacylglycerol kinase (n-C16:1)"	"[c] : 12dgr161 + atp --> adp + h + pa161"	"Irreversible"	"C_c"	0	1000	0	"(b4042)"	"Glycerophospholipid Metabolism"
"DAGK180"	"diacylglycerol kinase (n-C18:0)"	"[c] : 12dgr180 + atp --> adp + h + pa180"	"Irreversible"	"C_c"	0	1000	0	"(b4042)"	"Glycerophospholipid Metabolism"
"DAGK181"	"diacylglycerol kinase (n-C18:1)"	"[c] : 12dgr181 + atp --> adp + h + pa181"	"Irreversible"	"C_c"	0	1000	0	"(b4042)"	"Glycerophospholipid Metabolism"
"DALAt2pp"	"D-alanine transport in via proton symport (periplasm)"	"ala_DASH_D[p] + h[p] --> ala_DASH_D[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b4208)"	"Transport, Inner Membrane"
"DALAtex"	"D-Alanine transport via diffusion (extracellular to periplasm)"	"ala_DASH_D[e] <==> ala_DASH_D[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"DAMPtex"	"dAMP transport via diffusion (extracellular to periplasm)"	"damp[e] <==> damp[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"DAPAL"	" 2,3-diaminopropionate amonnia lyase"	"[c] : 23dappa + h2o --> (2) nh4 + pyr"	"Irreversible"	"C_c"	0	1000	0	"(b2871)"	"Alternate Carbon Metabolism"
"DAPDC"	"diaminopimelate decarboxylase"	"[c] : 26dap_DASH_M + h --> co2 + lys_DASH_L"	"Irreversible"	"C_c"	0	1000	0	"(b2838)"	"Threonine and Lysine Metabolism"
"DAPE"	"diaminopimelate epimerase"	"[c] : 26dap_DASH_LL <==> 26dap_DASH_M"	"Reversible"	"C_c"	-1000	1000	0	"(b3809)"	"Threonine and Lysine Metabolism"
"DAPabcpp"	"M-diaminopimelic acid ABC transport (periplasm)"	"26dap_DASH_M[p] + atp[c] + h2o[c] --> 26dap_DASH_M[c] + adp[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	""	"Transport, Inner Membrane"
"DAPtex"	" 1,5-Diaminopentane transport via diffusion (extracellular to periplasm)"	"15dap[e] <==> 15dap[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"DASYN120"	"CDP-diacylglycerol synthetase (n-C12:0)"	"[c] : ctp + h + pa120 --> cdpdddecg + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0175)"	"Glycerophospholipid Metabolism"
"DASYN140"	"CDP-diacylglycerol synthetase (n-C14:0)"	"[c] : ctp + h + pa140 --> cdpdtdecg + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0175)"	"Glycerophospholipid Metabolism"
"DASYN141"	"CDP-diacylglycerol synthetase (n-C14:1)"	"[c] : ctp + h + pa141 --> cdpdtdec7eg + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0175)"	"Glycerophospholipid Metabolism"
"DASYN160"	"CDP-diacylglycerol synthetase (n-C16:0)"	"[c] : ctp + h + pa160 --> cdpdhdecg + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0175)"	"Glycerophospholipid Metabolism"
"DASYN161"	"CDP-diacylglycerol synthetase (n-C16:1)"	"[c] : ctp + h + pa161 --> cdpdhdec9eg + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0175)"	"Glycerophospholipid Metabolism"
"DASYN180"	"CDP-diacylglycerol synthetase (n-C18:0)"	"[c] : ctp + h + pa180 --> cdpdodecg + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0175)"	"Glycerophospholipid Metabolism"
"DASYN181"	"CDP-diacylglycerol synthetase (n-C18:1)"	"[c] : ctp + h + pa181 --> cdpdodec11eg + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0175)"	"Glycerophospholipid Metabolism"
"DATPHs"	"dATP amine hydrolysis (spontaneous)"	"[c] : datp + h2o + h --> ditp + nh4"	"Irreversible"	"C_c"	0	1000	0	"(s0001)"	"Nucleotide Salvage Pathway"
"DB4PS"	" 3,4-Dihydroxy-2-butanone-4-phosphate synthase"	"[c] : ru5p_DASH_D --> db4p + for + h"	"Irreversible"	"C_c"	0	1000	0	"(b3041)"	"Cofactor and Prosthetic Group Biosynthesis"
"DBTS"	"dethiobiotin synthase"	"[c] : atp + co2 + dann --> adp + dtbt + (3) h + pi"	"Irreversible"	"C_c"	0	1000	0	"(b0778)"	"Cofactor and Prosthetic Group Biosynthesis"
"DCAtex"	"Decanoate transport via diffusion (extracellular to periplasm)"	"dca[e] <==> dca[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"DCMPtex"	"dCMP transport via diffusion (extracellular to periplasm)"	"dcmp[e] <==> dcmp[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"DCTPD"	"dCTP deaminase"	"[c] : dctp + h2o + h --> dutp + nh4"	"Irreversible"	"C_c"	0	1000	0	"(b2065)"	"Nucleotide Salvage Pathway"
"DCYTD"	"deoxycytidine deaminase"	"[c] : dcyt + h2o + h --> duri + nh4"	"Irreversible"	"C_c"	0	1000	0	"(b2143)"	"Nucleotide Salvage Pathway"
"DCYTt2pp"	"deoxycytidine transport in via proton symport (periplasm)"	"dcyt[p] + h[p] --> dcyt[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2964) or (b2393)"	"Transport, Inner Membrane"
"DCYTtex"	"deoxycytidine transport via diffusion (extracellular to periplasm)"	"dcyt[e] <==> dcyt[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b0411)"	"Transport, Outer Membrane"
"DDCAtexi"	"Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm)"	"ddca[e] --> ddca[p]"	"Irreversible"	"C_e, C_p"	0	1000	0	"(b2344)"	"Transport, Outer Membrane"
"DDGALK"	" 2-dehydro-3-deoxygalactonokinase"	"[c] : 2dh3dgal + atp --> 2dh3dgal6p + adp + h"	"Irreversible"	"C_c"	0	1000	0	"(b3693)"	"Alternate Carbon Metabolism"
"DDGLCNt2rpp"	" 2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)"	"2ddglcn[p] + h[p] <==> 2ddglcn[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b3909)"	"Transport, Inner Membrane"
"DDGLCNtex"	" 2-dehydro-3-deoxy-D-gluconate transport via diffusion (extracellular to periplasm)"	"2ddglcn[e] <==> 2ddglcn[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"DDGLK"	" 2-dehydro-3-deoxygluconokinase"	"[c] : 2ddglcn + atp --> 2ddg6p + adp + h"	"Irreversible"	"C_c"	0	1000	0	"(b3526)"	"Alternate Carbon Metabolism"
"DDPA"	" 3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase"	"[c] : e4p + h2o + pep --> 2dda7p + pi"	"Irreversible"	"C_c"	0	1000	0	"(b2601) or (b1704) or (b0754)"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
"DDPGALA"	" 2-dehydro-3-deoxy-6-phosphogalactonate aldolase"	"[c] : 2dh3dgal6p <==> g3p + pyr"	"Reversible"	"C_c"	-1000	1000	0	"(b4477)"	"Alternate Carbon Metabolism"
"DGK1"	"deoxyguanylate kinase (dGMP:ATP)"	"[c] : atp + dgmp <==> adp + dgdp"	"Reversible"	"C_c"	-1000	1000	0	"(b3648)"	"Nucleotide Salvage Pathway"
"DGMPtex"	"dGMP transport via diffusion (extracellular to periplasm)"	"dgmp[e] <==> dgmp[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"DGSNt2pp"	"deoxyguanosine transport in via proton symport (periplasm)"	"dgsn[p] + h[p] --> dgsn[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2964)"	"Transport, Inner Membrane"
"DGSNtex"	"deoxyguanosine transport via diffusion (extracellular to periplasm)"	"dgsn[e] <==> dgsn[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"DHAD1"	"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)"	"[c] : 23dhmb --> 3mob + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b3771)"	"Valine, Leucine, and Isoleucine Metabolism"
"DHAD2"	"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)"	"[c] : 23dhmp --> 3mop + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b3771)"	"Valine, Leucine, and Isoleucine Metabolism"
"DHAPT"	"Dihydroxyacetone phosphotransferase"	"[c] : dha + pep --> dhap + pyr"	"Irreversible"	"C_c"	0	1000	0	"(b2415) and (b1200) and (b1199) and (b2416) and (b1198)"	"Alternate Carbon Metabolism"
"DHAtex"	"Dihydroxyacetone transport via diffusion (extracellular to periplasm)"	"dha[e] <==> dha[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"DHAtpp"	"Dihydroxyacetone transport via facilitated diffusion (periplasm)"	"dha[p] <==> dha[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	""	"Transport, Inner Membrane"
"DHBD"	" 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"	"[c] : 23ddhb + nad <==> 23dhb + h + nadh"	"Reversible"	"C_c"	-1000	1000	0	"(b0596)"	"Cofactor and Prosthetic Group Biosynthesis"
"DHBS"	" 2,3-dihydroxybenzoate adenylate synthase"	"[c] : 23dhb + atp + h --> 23dhba + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0594)"	"Cofactor and Prosthetic Group Biosynthesis"
"DHBSH"	" 2,3-dihydroxybenzoylserine hydrolase"	"[c] : 23dhbzs + h2o --> 23dhb + ser_DASH_L"	"Irreversible"	"C_c"	0	1000	0	""	"Cofactor and Prosthetic Group Biosynthesis"
"DHCIND"	" 2,3-dihydroxycinnamate dehydrogenase"	"[c] : cenchddd + nad --> dhcinnm + h + nadh"	"Irreversible"	"C_c"	0	1000	0	"(b2541)"	"Alternate Carbon Metabolism"
"DHCINDO"	" 2,3-dihydroxycinnamate 1,2-dioxygenase"	"[c] : dhcinnm + o2 --> h + hkntd"	"Irreversible"	"C_c"	0	1000	0	"(b0348)"	"Alternate Carbon Metabolism"
"DHDPRy"	"dihydrodipicolinate reductase (NADPH)"	"[c] : 23dhdp + h + nadph --> nadp + thdp"	"Irreversible"	"C_c"	0	1000	0	"(b0031)"	"Threonine and Lysine Metabolism"
"DHDPS"	"dihydrodipicolinate synthase"	"[c] : aspsa + pyr --> 23dhdp + (2) h2o + h"	"Irreversible"	"C_c"	0	1000	0	"(b2478)"	"Threonine and Lysine Metabolism"
"DHFR"	"dihydrofolate reductase"	"[c] : dhf + h + nadph <==> nadp + thf"	"Reversible"	"C_c"	-1000	1000	0	"(b0048) or (b1606)"	"Cofactor and Prosthetic Group Biosynthesis"
"DHFS"	"dihydrofolate synthase"	"[c] : atp + dhpt + glu_DASH_L --> adp + dhf + h + pi"	"Irreversible"	"C_c"	0	1000	0	"(b2315)"	"Cofactor and Prosthetic Group Biosynthesis"
"DHNAOT4"	" 1,4-dihydroxy-2-naphthoate octaprenyltransferase"	"[c] : dhna + h + octdp --> 2dmmql8 + co2 + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b3930)"	"Cofactor and Prosthetic Group Biosynthesis"
"DHNPA2"	"dihydroneopterin aldolase"	"[c] : dhnpt --> 6hmhpt + gcald"	"Irreversible"	"C_c"	0	1000	0	"(b3058)"	"Cofactor and Prosthetic Group Biosynthesis"
"DHORD2"	"dihydoorotic acid dehydrogenase (quinone8)"	"[c] : dhor_DASH_S + q8 --> orot + q8h2"	"Irreversible"	"C_c"	0	1000	0	"(b0945)"	"Purine and Pyrimidine Biosynthesis"
"DHORD5"	"dihydroorotic acid (menaquinone-8)"	"[c] : dhor_DASH_S + mqn8 --> mql8 + orot"	"Irreversible"	"C_c"	0	1000	0	"(b0945)"	"Purine and Pyrimidine Biosynthesis"
"DHORTS"	"dihydroorotase"	"[c] : dhor_DASH_S + h2o <==> cbasp + h"	"Reversible"	"C_c"	-1000	1000	0	"(b1062)"	"Purine and Pyrimidine Biosynthesis"
"DHPPD"	" 2,3-dihydroxyphenylpropionate dehydrogenase"	"[c] : cechddd + nad --> dhpppn + h + nadh"	"Irreversible"	"C_c"	0	1000	0	"(b2541)"	"Alternate Carbon Metabolism"
"DHPPDA2"	"diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)"	"[c] : 25drapp + h2o + h --> 5apru + nh4"	"Irreversible"	"C_c"	0	1000	0	"(b0414)"	"Cofactor and Prosthetic Group Biosynthesis"
"DHPS2"	"dihydropteroate synthase"	"[c] : 4abz + 6hmhptpp --> dhpt + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b3177)"	"Cofactor and Prosthetic Group Biosynthesis"
"DHPTDCs"	" 4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)"	"[c] : dhptd --> h2o + hmfurn"	"Irreversible"	"C_c"	0	1000	0	"(s0001)"	"Methionine Metabolism"
"DHPTPE"	"dihydroneopterin triphosphate 2'-epimerase"	"[c] : ahdt <==> dhmptp"	"Reversible"	"C_c"	-1000	1000	0	"(b2303)"	"Cofactor and Prosthetic Group Biosynthesis"
"DHQS"	" 3-dehydroquinate synthase"	"[c] : 2dda7p --> 3dhq + pi"	"Irreversible"	"C_c"	0	1000	0	"(b3389)"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
"DHQTi"	" 3-dehydroquinate dehydratase, irreversible"	"[c] : 3dhq --> 3dhsk + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b1693)"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
"DIMPtex"	"dIMP transport via diffusion (extracellular to periplasm)"	"dimp[e] <==> dimp[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b0241) or (b0929) or (b2215) or (b1377)"	"Transport, Outer Membrane Porin"
"DINSt2pp"	"deoxyinosine transport in via proton symport (periplasm)"	"din[p] + h[p] --> din[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2964)"	"Transport, Inner Membrane"
"DINStex"	"deoxyinosine transport via diffusion (extracellular to periplasm)"	"din[e] <==> din[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"DKGLCNR1"	" 2,5-diketo-D-gluconate reductase"	"[c] : 25dkglcn + h + nadph --> 2dhguln + nadp"	"Irreversible"	"C_c"	0	1000	0	"(b3012) or (b0207)"	"Alternate Carbon Metabolism"
"DKGLCNR2x"	" 2,5-diketo-D-gluconate reductase (NADH)"	"[c] : 25dkglcn + h + nadh --> 5dglcn + nad"	"Irreversible"	"C_c"	0	1000	0	"(b3553)"	"Alternate Carbon Metabolism"
"DKGLCNR2y"	" 2,5-diketo-D-gluconate reductase (NADPH)"	"[c] : 25dkglcn + h + nadph --> 5dglcn + nadp"	"Irreversible"	"C_c"	0	1000	0	"(b3553)"	"Alternate Carbon Metabolism"
"DKMPPD"	" 2,3-diketo-5-methylthio-1-phosphopentane degradation reaction"	"[c] : dkmpp + h2o + o2 --> 2kmb + for + (2) h + pi"	"Irreversible"	"C_c"	0	1000	0	""	"Arginine and Proline Metabolism"
"DKMPPD3"	" 2,3-diketo-5-methylthio-1-phosphopentane degradation reaction"	"[c] : dkmpp + (3) h2o + (2) nad --> 2kmb + for + (4) h + (2) nadh + pi"	"Irreversible"	"C_c"	0	1000	0	""	"Arginine and Proline Metabolism"
"DMATT"	"dimethylallyltranstransferase"	"[c] : dmpp + ipdp --> grdp + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0421)"	"Cofactor and Prosthetic Group Biosynthesis"
"DMPPS"	" 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)"	"[c] : h2mb4p + h + nadh --> dmpp + h2o + nad"	"Irreversible"	"C_c"	0	1000	0	"(b0029)"	"Cofactor and Prosthetic Group Biosynthesis"
"DMQMT"	" 3-Dimethylubiquinonol 3-methyltransferase"	"[c] : 2omhmbl + amet --> ahcys + h + q8h2"	"Irreversible"	"C_c"	0	1000	0	"(b2232)"	"Cofactor and Prosthetic Group Biosynthesis"
"DMSOR1"	"Dimethyl sulfoxide reductase (Menaquinol 8)"	"[c] : dmso + mql8 --> dms + h2o + mqn8"	"Irreversible"	"C_c"	0	1000	0	"(b0894 and b0896 and b0895) or (b1589 and b1587 and b1590 and b1588)"	"Oxidative Phosphorylation"
"DMSOR1pp"	"Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm)"	"dmso[p] + mql8[c] --> dms[p] + h2o[p] + mqn8[c]"	"Irreversible"	"C_p, C_c"	0	1000	0	"(b1873 and b1872)"	"Oxidative Phosphorylation"
"DMSOR2"	"Dimethyl sulfoxide reductase (Demethylmenaquinol 8)"	"[c] : 2dmmql8 + dmso --> 2dmmq8 + dms + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b0894 and b0896 and b0895)"	"Oxidative Phosphorylation"
"DMSOR2pp"	"Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm)"	"2dmmql8[c] + dmso[p] --> 2dmmq8[c] + dms[p] + h2o[p]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b1873 and b1872)"	"Oxidative Phosphorylation"
"DMSOtex"	"Dimethyl sulfoxide transport via diffusion (extracellular to periplasm)"	"dmso[e] <==> dmso[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b1377) or (b2215) or (b0929) or (b0241)"	"Transport, Outer Membrane Porin"
"DMStex"	"Dimethyl sulfide transport via diffusion (extracellular to periplasm)"	"dms[e] <==> dms[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"DM_4HBA"	"Sink needed to allow 4-hydroxy-benzoate to leave system"	"[c] : 4hba --> "	"Irreversible"	"C_c"	0	1000	0	""	""
"DM_5DRIB"	"Sink needed to allow 5'-deoxyribose to leave system"	"[c] : 5drib --> "	"Irreversible"	"C_c"	0	1000	0	""	""
"DM_AACALD"	"Sink needed to allow aminoacetaldehyde to leave system"	"[c] : aacald --> "	"Irreversible"	"C_c"	0	1000	0	""	""
"DM_HMFURN"	"Sink needed to allow 4-hydroxy-5-methyl-3(2H)-furanone to leave system"	"[c] : hmfurn --> "	"Irreversible"	"C_c"	0	1000	0	""	""
"DM_OXAM"	"Sink needed to allow oxamate to leave system"	"[c] : oxam --> "	"Irreversible"	"C_c"	0	1000	0	""	""
"DNMPPA"	"Dihydroneopterin monophosphate dephosphorylase"	"[c] : dhpmp + h2o --> dhnpt + pi"	"Irreversible"	"C_c"	0	1000	0	""	"Cofactor and Prosthetic Group Biosynthesis"
"DNTPPA"	"Dihydroneopterin triphosphate pyrophosphatase"	"[c] : ahdt + h2o --> dhpmp + h + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0099) or (b1865)"	"Cofactor and Prosthetic Group Biosynthesis"
"DOGULNR"	" 2,3 dioxo-L-gulonate reductase"	"[c] : 23doguln + h + nadh --> 3dhguln + nad"	"Irreversible"	"C_c"	0	1000	0	"(b3575)"	"Alternate Carbon Metabolism"
"DOPAtex"	"dopamine transport via diffusion (extracellular to periplasm)"	"dopa[e] <==> dopa[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"DPCOAK"	"dephospho-CoA kinase"	"[c] : atp + dpcoa --> adp + coa + h"	"Irreversible"	"C_c"	0	1000	0	"(b0103)"	"Cofactor and Prosthetic Group Biosynthesis"
"DPR"	" 2-dehydropantoate 2-reductase"	"[c] : 2dhp + h + nadph --> nadp + pant_DASH_R"	"Irreversible"	"C_c"	0	1000	0	"(b0425) or (b3774)"	"Cofactor and Prosthetic Group Biosynthesis"
"DRPA"	"deoxyribose-phosphate aldolase"	"[c] : 2dr5p --> acald + g3p"	"Irreversible"	"C_c"	0	1000	0	"(b4381)"	"Alternate Carbon Metabolism"
"DSBAO1"	"DsbA protein reoxidation reaction (aerobic)"	"dsbard[p] + q8[c] --> dsbaox[p] + q8h2[c]"	"Irreversible"	"C_p, C_c"	0	1000	0	"(b3860) and (b1185)"	"Unassigned"
"DSBAO2"	"DsbA protein reoxidation reaction (anaerobic)"	"dsbard[p] + mqn8[c] --> dsbaox[p] + mql8[c]"	"Irreversible"	"C_p, C_c"	0	1000	0	"(b3860) and (b1185)"	"Unassigned"
"DSBCGT"	"DsbC:glutathione thiotransferase"	"[p] : dsbcox + (2) gthrd --> dsbcrd + gthox"	"Irreversible"	"C_p"	0	1000	0	"(b2893)"	"Unassigned"
